"SiteID","RoomID","ApplianceID","Type","Make","Model","Vintage","Serial","Energy_Star","Programmed","Thermostat_Wifi_Controls_Used","System_Controlled","Room_Type"
"SITE_1","ROOM_28473","APPL_139159","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Living Room"
"SITE_10","ROOM_14882","APPL_139042","Programmable thermostat","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_100","ROOM_9969","APPL_90073","Programmable thermostat","Bryant","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown",NA,"Central System","Hallway"
"SITE_1000","ROOM_31486","APPL_122565","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_1001","ROOM_5711","APPL_106127","Smart/Wi-Fi thermostat","Honeywell","HZ322","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Garage"
"SITE_1001","ROOM_44320","APPL_148381","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Hallway"
"SITE_1001","ROOM_41219","APPL_37356","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Hallway"
"SITE_1003","ROOM_37800","APPL_23933","Additional Thermostat Temperature Sensor","Honeywell","HZ432","Unknown","UNKNOWN","Unknown",NA,NA,"Central System","Mechanical"
"SITE_1003","ROOM_37800","APPL_155280","Additional Thermostat Temperature Sensor","Honeywell","HZ322","Unknown","UNKNOWN","Unknown",NA,NA,"Central System","Mechanical"
"SITE_1003","ROOM_31860","APPL_144958","Smart/Wi-Fi thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Family Room"
"SITE_1003","ROOM_37219","APPL_106310","Manual thermostat - Digital","SunTouch","SUNTOUCH FLOOR WARMING SYSTEM","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1003","ROOM_43906","APPL_11866","Smart/Wi-Fi thermostat","Hai","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Bedroom"
"SITE_1003","ROOM_21166","APPL_57867","Programmable thermostat","SunTouch","SUNTOUCH","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bathroom"
"SITE_1003","ROOM_30332","APPL_35535","Smart/Wi-Fi thermostat","Hai","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Unknown","Entry/Entryway"
"SITE_1003","ROOM_30245","APPL_110055","Smart/Wi-Fi thermostat","Hai","OMNITOUCH","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Kitchen"
"SITE_1003","ROOM_29099","APPL_37102","Programmable thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Office"
"SITE_1003","ROOM_29099","APPL_57750","Smart/Wi-Fi thermostat","Hai","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown","Yes","Central System","Office"
"SITE_1003","ROOM_46422","APPL_134605","Programmable thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Other"
"SITE_1003","ROOM_23950","APPL_162153","Programmable thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Bedroom"
"SITE_1003","ROOM_40919","APPL_133218","Manual thermostat - Digital","SunTouch","SUNTOUCH","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1003","ROOM_16109","APPL_110830","Programmable thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Bedroom"
"SITE_1003","ROOM_34087","APPL_85299","Manual thermostat - Digital","SunTouch","SUNTOUCH","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1003","ROOM_20068","APPL_33452","Programmable thermostat","Hai","OMNISTAT 2","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Bedroom"
"SITE_1003","ROOM_20068","APPL_81186","Smart/Wi-Fi thermostat","Hai","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown","Yes","Central System","Bedroom"
"SITE_1003","ROOM_32190","APPL_52844","Manual thermostat - Digital","SunTouch","SUNTOUCH","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1003","ROOM_35109","APPL_65933","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1004","ROOM_16710","APPL_82684","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_1005","ROOM_45688","APPL_116326","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Family Room"
"SITE_1006","ROOM_7458","APPL_102766","Smart/Wi-Fi thermostat","Lennox","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Hallway"
"SITE_1007","ROOM_9972","APPL_24682","Programmable thermostat","Mitsubishi","SG15H","Unknown","SG15H","No","No",NA,"Zonal System","Living Room"
"SITE_1007","ROOM_9972","APPL_172384","Programmable thermostat","Lux","TX9000TS","Unknown","UNKNOWN","No","No",NA,"Zonal System","Living Room"
"SITE_1007","ROOM_9972","APPL_54467","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1007","ROOM_9972","APPL_31497","Additional Thermostat Temperature Sensor","Acu rite","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Living Room"
"SITE_1007","ROOM_24901","APPL_85797","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1007","ROOM_1918","APPL_105665","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1007","ROOM_38406","APPL_60056","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1007","ROOM_38154","APPL_8414","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1007","ROOM_38154","APPL_9429","Programmable thermostat","Mitsubishi","MS16A","Unknown","952M","No","No",NA,"Zonal System","Bedroom"
"SITE_1007","ROOM_16302","APPL_82392","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1007","ROOM_27389","APPL_112812","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1007","ROOM_17745","APPL_44628","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1007","ROOM_6444","APPL_114103","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1007","ROOM_20155","APPL_15415","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_1008","ROOM_2533","APPL_158066","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Dining Room"
"SITE_1009","ROOM_40471","APPL_159092","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_101","ROOM_43337","APPL_24261","Programmable thermostat","ComfortNet","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Family Room"
"SITE_1010","ROOM_44408","APPL_158421","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Kitchen"
"SITE_1011","ROOM_20532","APPL_65865","Smart thermostat","Honeywell","TCHT8610WF20","2017","UNKNOWN","No","Yes","No","Central System","Living Room"
"SITE_1012","ROOM_23330","APPL_26042","Manual thermostat - Digital","Skytech","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1012","ROOM_41750","APPL_120396","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1013","ROOM_44218","APPL_5337","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Entry/Entryway"
"SITE_1013","ROOM_44218","APPL_148008","Programmable thermostat","Bryant","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Entry/Entryway"
"SITE_1013","ROOM_27272","APPL_144545","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1013","ROOM_41816","APPL_36018","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_1014","ROOM_21724","APPL_150792","Smart thermostat","Ecobee","ECOBEE3LITE","Unknown","411969531746","Unknown","Yes","No","Central System","Hallway"
"SITE_1015","ROOM_31790","APPL_138246","Wi-Fi enabled thermostat","Honeywell","TH6220U2000","2020","2005JE092195","Unknown","Yes","No","Central System","Entry/Entryway"
"SITE_1016","ROOM_16704","APPL_169267","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Living Room"
"SITE_1018","ROOM_20019","APPL_131332","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1018","ROOM_20161","APPL_88788","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1018","ROOM_17344","APPL_87287","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1019","ROOM_34004","APPL_154492","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Bedroom"
"SITE_1019","ROOM_34863","APPL_110143","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Kitchen"
"SITE_102","ROOM_13975","APPL_50345","Manual thermostat - Analog","King","M612","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_102","ROOM_17270","APPL_89522","Manual thermostat - Analog","Unknown","K101-R","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_102","ROOM_2628","APPL_85063","Manual thermostat - Analog","Cadet","C2734","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_102","ROOM_1756","APPL_173296","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_102","ROOM_11607","APPL_156674","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_102","ROOM_44011","APPL_131567","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_102","ROOM_31576","APPL_4304","Manual thermostat - Analog","King","M612","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1020","ROOM_25029","APPL_51","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1020","ROOM_25029","APPL_82262","Additional Thermostat Temperature Sensor","Newentor","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Living Room"
"SITE_1021","ROOM_41289","APPL_164902","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1021","ROOM_45478","APPL_84219","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1021","ROOM_36567","APPL_33933","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1021","ROOM_19177","APPL_96472","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1021","ROOM_10851","APPL_172764","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Other"
"SITE_1022","ROOM_13967","APPL_42065","Smart/Wi-Fi thermostat","Honeywell","RTH9585WF1004GG1","Unknown","UNKNOWN","Yes","Yes","Yes","Central System","Entry/Entryway"
"SITE_1023","ROOM_46043","APPL_63952","Programmable thermostat","Honeywell","CHRONOTHERM IV PLUS","Unknown","UNKNOWN","Yes","Yes",NA,"Central System","Hallway"
"SITE_1023","ROOM_31121","APPL_47076","Manual thermostat - Analog","Electromode","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1023","ROOM_7624","APPL_141509","Manual thermostat - Digital","Blueridge","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_1024","ROOM_8232","APPL_32887","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1025","ROOM_23312","APPL_64983","Wi-Fi enabled thermostat","Lennox","104513-01","Unknown","A218A02337","No","Yes","Yes","Central System","Living Room"
"SITE_1026","ROOM_42922","APPL_45984","Manual thermostat - Digital","Oj Microline","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1026","ROOM_17136","APPL_54948","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1027","ROOM_33586","APPL_60020","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1028","ROOM_43990","APPL_52759","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1029","ROOM_31857","APPL_174584","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Hallway"
"SITE_103","ROOM_18699","APPL_82332","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_103","ROOM_27914","APPL_94636","Manual thermostat - Analog","Microreg","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_103","ROOM_19800","APPL_64618","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_103","ROOM_10789","APPL_131936","Manual thermostat - Digital","STEP warmfloor","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_103","ROOM_33997","APPL_134615","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown",NA,"Zonal System","Office"
"SITE_103","ROOM_39800","APPL_165485","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_103","ROOM_34038","APPL_145891","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_103","ROOM_35405","APPL_10629","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_103","ROOM_12190","APPL_123721","Programmable thermostat","King","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown",NA,"Zonal System","Bedroom"
"SITE_103","ROOM_4203","APPL_25786","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","Unknown","Unknown",NA,"Zonal System","Bedroom"
"SITE_1030","ROOM_3196","APPL_22588","Smart thermostat","Google Nest","NEST 5.4","Unknown","09DA02AC202006U9","Yes","Yes","Yes","Central System","Hallway"
"SITE_1031","ROOM_27766","APPL_90424","Wi-Fi enabled thermostat","Aprilaire","8620W","2020","UNKNOWN","Unknown","Yes","No","Central System","Hallway"
"SITE_1032","ROOM_11630","APPL_81202","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","Yes","Yes","Yes","Central System","Living Room"
"SITE_1033","ROOM_42811","APPL_56174","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1034","ROOM_37510","APPL_152566","Programmable thermostat","Honeywell","PROSERIES","Unknown","UNKNOWN","No","Yes",NA,"Central System","Kitchen"
"SITE_1035","ROOM_11173","APPL_117139","Programmable thermostat","Daikin","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_11173","APPL_99594","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_36284","APPL_33521","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1035","ROOM_21941","APPL_101779","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_21941","APPL_80541","Programmable thermostat","Daikin","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_7577","APPL_2609","Additional Thermostat Temperature Sensor","Lacrosse","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Hallway"
"SITE_1035","ROOM_31305","APPL_125159","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1035","ROOM_45895","APPL_121825","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_1035","ROOM_32410","APPL_132919","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1035","ROOM_14407","APPL_138768","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1035","ROOM_26321","APPL_151557","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Entry/Entryway"
"SITE_1035","ROOM_27710","APPL_23985","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_556","APPL_106142","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1035","ROOM_30341","APPL_79528","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1035","ROOM_12692","APPL_66568","Manual thermostat - Analog","Comfort Zone","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1035","ROOM_12692","APPL_108419","Programmable thermostat","Daikin","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Zonal System","Hallway"
"SITE_1036","ROOM_27212","APPL_138318","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1038","ROOM_28200","APPL_100472","Manual thermostat - Digital","Braeburn","3000","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1039","ROOM_24317","APPL_92159","Smart thermostat","Google Nest","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Hallway"
"SITE_104","ROOM_22456","APPL_119332","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Family Room"
"SITE_1040","ROOM_46407","APPL_135607","Manual thermostat - Analog","Unknown","M602","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Outbuilding / Addition"
"SITE_1040","ROOM_9184","APPL_30808","Manual thermostat - Analog","Coleman","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1041","ROOM_13763","APPL_1146","Wi-Fi enabled thermostat","Carrier","SYSTXCCITC01-A","Unknown","4416W003326","No","Yes","No","Central System","Bedroom"
"SITE_1041","ROOM_15817","APPL_94777","Programmable thermostat","Carrier","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1042","ROOM_2521","APPL_43709","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1043","ROOM_41267","APPL_88820","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1043","ROOM_31771","APPL_111713","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1043","ROOM_35869","APPL_39507","Wi-Fi enabled thermostat","Honeywell","TH8321WF1001","2021","UNKNOWN","No","Yes","Yes","Central System","Living Room"
"SITE_1044","ROOM_25171","APPL_48417","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1045","ROOM_35166","APPL_15163","Manual thermostat - Digital","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1046","ROOM_2757","APPL_29655","Manual thermostat - Analog","Electic Heat","1A22","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1046","ROOM_44154","APPL_32292","Manual thermostat - Analog","Electic Heat","1A22","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1046","ROOM_23593","APPL_120631","Manual thermostat - Analog","Electic Heat","1A22","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1047","ROOM_7015","APPL_148719","Manual thermostat - Analog","Honeywell","CT31A1003","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1047","ROOM_43397","APPL_73076","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1047","ROOM_28358","APPL_77279","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1047","ROOM_5445","APPL_115040","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1047","ROOM_24950","APPL_116226","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1048","ROOM_9709","APPL_24011","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1048","ROOM_17583","APPL_166392","Programmable thermostat","Honeywell","CHRONOTHERM III","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Living Room"
"SITE_1049","ROOM_24782","APPL_82711","Programmable thermostat","Aprilaire","BZ2204962B","2009","61000654","Unknown","Yes",NA,"Central System","Hallway"
"SITE_105","ROOM_44778","APPL_82693","Smart thermostat","Ecobee","ECOBEE3LITE","Unknown","411917963636","No","Yes","No","Central System","Hallway"
"SITE_1050","ROOM_8785","APPL_99846","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Kitchen"
"SITE_1050","ROOM_44739","APPL_11798","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1050","ROOM_44739","APPL_89532","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","No",NA,"Central System","Bedroom"
"SITE_1050","ROOM_29614","APPL_81663","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Basement"
"SITE_1050","ROOM_674","APPL_51812","Manual thermostat - Analog","Lux","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1051","ROOM_17808","APPL_105649","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Living Room"
"SITE_1051","ROOM_27714","APPL_124161","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Other"
"SITE_1052","ROOM_39906","APPL_152870","Programmable thermostat","Venstar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Entry/Entryway"
"SITE_1052","ROOM_38263","APPL_172343","Programmable thermostat","Venstar","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1053","ROOM_28588","APPL_55249","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1055","ROOM_39422","APPL_77016","Programmable thermostat","Honeywell","HOME PROSERIES","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
"SITE_1056","ROOM_28329","APPL_32063","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Bedroom"
"SITE_1056","ROOM_43173","APPL_165158","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Dining Room"
"SITE_1057","ROOM_22439","APPL_131424","Smart thermostat","Carrier","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Yes","Central System","Kitchen"
"SITE_1058","ROOM_3289","APPL_32021","Programmable thermostat","Enerstat","UNKNOWN","Unknown","UNKNOWN","Unknown","No",NA,"Central System","Living Room"
"SITE_1058","ROOM_16326","APPL_102436","Programmable thermostat","Lennox","13H14","2017","UNKNOWN","Unknown","No",NA,"Central System","Hallway"
"SITE_1059","ROOM_35485","APPL_115460","Programmable thermostat","Pro","T705","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_106","ROOM_36159","APPL_36597","Manual thermostat - Digital","Dayton","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_106","ROOM_26263","APPL_160166","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1060","ROOM_28951","APPL_111314","Manual thermostat - Analog","Bryant","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Kitchen"
"SITE_1060","ROOM_28951","APPL_37021","Manual thermostat - Digital","Robert Shaw","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1061","ROOM_1323","APPL_28821","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Garage"
"SITE_1061","ROOM_12150","APPL_61708","Smart/Wi-Fi thermostat","Rheem","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","No","Central System","Dining Room"
"SITE_1062","ROOM_26087","APPL_167649","Programmable thermostat","Honeywell","HOME","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1063","ROOM_17613","APPL_101208","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Living Room"
