"SiteID","RoomID","ApplianceID","Make","Make_Other","Model","Vintage","Serial","WiFi_Capable","Motor_Power","Motor_Power_Units","Disposal_Missing_Model_Reason","Disposal_Missing_Model_Reason_Other"
"SITE_1849","ROOM_38446","APPL_167377","InSinkErator",NA,"SPACE SAVER-XP-1","Unknown","#17063088056","No","0.75","HP",NA,NA
"SITE_1852","ROOM_23615","APPL_152187","InSinkErator",NA,"BADGER 500-1","Unknown","#14091869100","No","0.5","HP",NA,NA
"SITE_186","ROOM_5541","APPL_30466","Waste King",NA,"LEGEND SERIES 8000","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1865","ROOM_30005","APPL_44005","Other","Evergrind","E101-1","Unknown","#08051783112","No","0.33","HP",NA,NA
"SITE_1867","ROOM_2330","APPL_155265","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_1869","ROOM_33098","APPL_106297","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1873","ROOM_21567","APPL_23001","Other","American Standard","ADD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1876","ROOM_12697","APPL_129206","InSinkErator",NA,"PRO750","Unknown","#21013027862","No","Unknown",NA,NA,NA
"SITE_1877","ROOM_33285","APPL_17423","Americana",NA,"ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1878","ROOM_18925","APPL_137099","InSinkErator",NA,"#1-87","Unknown","#17041055506","No","0.33","HP",NA,NA
"SITE_188","ROOM_43469","APPL_12306","InSinkErator",NA,"SPACE SAVER-P","Unknown","#09121649502","No","0.625","HP",NA,NA
"SITE_188","ROOM_42559","APPL_39566","Unknown",NA,"MP50-1","Unknown","#10051693456","No","0.5","HP",NA,NA
"SITE_1885","ROOM_2057","APPL_135078","Whirlpool",NA,"#GC2000PE3","Unknown","FNW4316170","No","0.5","HP",NA,NA
"SITE_1888","ROOM_13824","APPL_51447","Waste King",NA,"GXP50C","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1889","ROOM_46332","APPL_30149","InSinkErator",NA,"BADGER 15SS-1","Unknown","#14101910507","No","1","HP",NA,NA
"SITE_189","ROOM_43630","APPL_88519","InSinkErator",NA,"BADGER 500-3","Unknown","#21091324709","No","1","HP",NA,NA
"SITE_1891","ROOM_21421","APPL_2447","InSinkErator",NA,"PROSS-4","Unknown","#03111937489","No","0.75","HP",NA,NA
"SITE_1891","ROOM_4239","APPL_126355","InSinkErator",NA,"555SS-1","Unknown","#WE76721709","No","0.75","HP",NA,NA
"SITE_1892","ROOM_28961","APPL_153492","Other","Evergrind","E101-2A","Unknown","#18101294764","No","0.33","HP",NA,NA
"SITE_1893","ROOM_27060","APPL_122800","InSinkErator",NA,"BADGER 5-84","Unknown","#11061824432","No","0.5","HP",NA,NA
"SITE_1895","ROOM_43841","APPL_100032","InSinkErator",NA,"BADGER 5-81","Unknown","#10011903579","No","0.5","HP",NA,NA
"SITE_1897","ROOM_22772","APPL_25313","InSinkErator",NA,"BADGER 500-1","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_1899","ROOM_2362","APPL_131496","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_190","ROOM_27074","APPL_68722","Unknown",NA,"FWD-2-5","Unknown","#18101522149","No","Unknown",NA,NA,NA
"SITE_1902","ROOM_39043","APPL_25254","InSinkErator",NA,"COVER CONTROL","Unknown","#06111562982","No","0.75","HP",NA,NA
"SITE_1904","ROOM_1976","APPL_107443","Other","Smart","Unknown","Unknown","Unknown","No","0.33","HP","Unknown",NA
"SITE_1905","ROOM_7852","APPL_79798","General Electric",NA,"GFC290V02","Unknown","TR313963T","No","0.33","HP",NA,NA
"SITE_1907","ROOM_2187","APPL_19752","InSinkErator",NA,"#1-87","Unknown","#13021803164","No","0.33","HP",NA,NA
"SITE_1908","ROOM_11578","APPL_23758","InSinkErator",NA,"BADGER 600-1","Unknown","#17121423139","No","0.5","HP",NA,NA
"SITE_1909","ROOM_59","APPL_64822","InSinkErator",NA,"#1-87","Unknown","#12051581550","No","0.33","HP",NA,NA
"SITE_191","ROOM_31415","APPL_54648","Other","Costco","TITAN","2010","Unknown","No","0.75","HP",NA,NA
"SITE_1910","ROOM_7195","APPL_114678","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1912","ROOM_35416","APPL_25695","Other","American Standard","ASD-125-SL","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_1915","ROOM_42837","APPL_115362","Other","Evergrind","#E202","Unknown","#20121175011","No","0.5","HP",NA,NA
"SITE_192","ROOM_6886","APPL_9783","InSinkErator",NA,"TITAN","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1924","ROOM_33728","APPL_171995","InSinkErator",NA,"BADGER 50","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1926","ROOM_27912","APPL_139477","Other","Evergrind","E202-2A","Unknown","#15101021505","No","0.5","HP",NA,NA
"SITE_1928","ROOM_10515","APPL_63964","InSinkErator",NA,"BADGER 5-89A","Unknown","#20051028552","No","0.5","HP",NA,NA
"SITE_1929","ROOM_34135","APPL_40132","InSinkErator",NA,"BADGER 500-3","Unknown","#20061044557","No","0.5","HP",NA,NA
"SITE_193","ROOM_2067","APPL_64509","InSinkErator",NA,"EVOLUTION PRO COMPACT","Unknown","#12091556947","No","0.75","HP",NA,NA
"SITE_1932","ROOM_17985","APPL_75684","InSinkErator",NA,"#5-84A","Unknown","#16101313108","No","0.5","HP",NA,NA
"SITE_1933","ROOM_4","APPL_58508","InSinkErator",NA,"BADGER 15SS-3","Unknown","#22011248073","No","0.75","HP",NA,NA
"SITE_1934","ROOM_36824","APPL_49601","Other","Evergrind","E202-3A","Unknown","#19071457400","No","0.5","HP",NA,NA
"SITE_1935","ROOM_28220","APPL_135196","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_1937","ROOM_7098","APPL_85239","InSinkErator",NA,"#175605540","2013","XF 14030388","No","0.75","HP",NA,NA
"SITE_1938","ROOM_37665","APPL_133338","InSinkErator",NA,"#5-81","Unknown","#08031712922","No","0.5","HP",NA,NA
"SITE_1942","ROOM_15480","APPL_63303","InSinkErator",NA,"BADGER 5-89A","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1944","ROOM_3473","APPL_122515","InSinkErator",NA,"444-5","Unknown","#05081810205","No","0.75","HP",NA,NA
"SITE_1945","ROOM_15199","APPL_148706","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_1946","ROOM_16990","APPL_9242","InSinkErator",NA,"777SS-1","Unknown","#04023295015","No","1","HP",NA,NA
"SITE_1948","ROOM_8520","APPL_15416","InSinkErator",NA,"BADGER 500 PLUS-2","Unknown","#18101230054","No","0.5","HP",NA,NA
"SITE_1951","ROOM_4117","APPL_129267","Other","Evergrind","E202-2A","Unknown","#14041964543","No","0.5","HP",NA,NA
"SITE_1953","ROOM_37810","APPL_112010","InSinkErator",NA,"BADGER 900-1","Unknown","#17061002601","No","0.75","HP",NA,NA
"SITE_1954","ROOM_10593","APPL_52333","InSinkErator",NA,"CONTRACTOR 333-1","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_196","ROOM_34102","APPL_63916","Maytag",NA,"CHEF SERIES 1HP","Unknown","Unknown","No","1","HP",NA,NA
"SITE_1968","ROOM_14524","APPL_48290","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_197","ROOM_18636","APPL_84527","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1974","ROOM_13806","APPL_50423","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_1974","ROOM_13806","APPL_55173","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_198","ROOM_1908","APPL_93329","InSinkErator",NA,"BADGER","2011","Unknown","No","0.33","HP",NA,NA
"SITE_1980","ROOM_24146","APPL_12725","Other","Evergrind","#E202","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_1985","ROOM_28507","APPL_172809","Other","Master Plumber","MP50-1","Unknown","XG 82259216","No","0.5","HP",NA,NA
"SITE_1988","ROOM_24528","APPL_99117","InSinkErator",NA,"#5-75","Unknown","WL 78826247","No","0.5","HP",NA,NA
"SITE_1991","ROOM_22906","APPL_35132","Kenmore",NA,"BADGER 5-89A","Unknown","#20021278842","No","0.5","HP",NA,NA
"SITE_1996","ROOM_24549","APPL_63643","InSinkErator",NA,"BADGER 900-1","Unknown","#18021292248","Yes","0.75","HP",NA,NA
"SITE_1997","ROOM_37675","APPL_32388","InSinkErator",NA,"SEPTIC ASSIST-1","Unknown","#08101573519","No","0.75","HP",NA,NA
"SITE_1997","ROOM_37675","APPL_3510","InSinkErator",NA,"SPACE SAVER","Unknown","#09121648767","No","0.625","HP",NA,NA
"SITE_2","ROOM_26228","APPL_84733","InSinkErator",NA,"#5-84A","Unknown","#14071895789","No","0.5","HP",NA,NA
"SITE_200","ROOM_27856","APPL_38457","InSinkErator",NA,"SELECT PLUS-6","Unknown","#20013018146","No","0.75","HP",NA,NA
"SITE_2007","ROOM_45075","APPL_144318","InSinkErator",NA,"#5-84A","Unknown","#14101622152","No","0.5","HP",NA,NA
"SITE_2008","ROOM_28537","APPL_4486","InSinkErator",NA,"500-3","Unknown","#21011091743","No","1","HP",NA,NA
"SITE_201","ROOM_10662","APPL_66059","Frigidaire",NA,"FDS-5","1994","#5635931","No","0.5","HP",NA,NA
"SITE_2011","ROOM_44532","APPL_133896","InSinkErator",NA,"SPACE SAVER-XP-1","Unknown","1712300693Y","No","Unknown",NA,NA,NA
"SITE_2013","ROOM_38138","APPL_137288","InSinkErator",NA,"EVOLUTION PRO EXCEL","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_2014","ROOM_11312","APPL_24220","InSinkErator",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA
"SITE_2015","ROOM_16715","APPL_84827","InSinkErator",NA,"PRO77","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_2016","ROOM_37532","APPL_143934","InSinkErator",NA,"PRO SERIES 750","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_2017","ROOM_3775","APPL_48347","Waste King",NA,"#8000","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_202","ROOM_42729","APPL_51056","InSinkErator",NA,"F-87","Unknown","#18091390759","No","0.5","HP",NA,NA
"SITE_2020","ROOM_31557","APPL_108136","InSinkErator",NA,"BADGER 9","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_2025","ROOM_45668","APPL_6643","InSinkErator",NA,"BADGER 5XL-1","Unknown","#21011327840","No","0.75","HP",NA,NA
"SITE_2026","ROOM_39587","APPL_13442","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","Unknown",NA
"SITE_2027","ROOM_12551","APPL_53772","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown",NA,"NO NAMEPLATE",NA
"SITE_2029","ROOM_33911","APPL_103885","Waste King",NA,"1","Unknown","Unknown","No","1","HP",NA,NA
"SITE_203","ROOM_5819","APPL_160973","Kenmore",NA,"#60514","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_2030","ROOM_35980","APPL_101701","InSinkErator",NA,"Unknown","Unknown","Unknown","No","1","HP","Unknown",NA
"SITE_2031","ROOM_42248","APPL_83021","InSinkErator",NA,"B1-79","Unknown","RL 62277183","No","0.33","HP",NA,NA
"SITE_2036","ROOM_22057","APPL_45080","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_2037","ROOM_9728","APPL_168225","General Electric",NA,"#1-87","Unknown","#18011202500","No","0.33","HP",NA,NA
"SITE_2038","ROOM_44010","APPL_5428","InSinkErator",NA,"80S","Unknown","#05081601484","No","Unknown",NA,NA,NA
"SITE_2041","ROOM_3622","APPL_160138","InSinkErator",NA,"5XP-3","Unknown","#15071307249","No","0.75","HP",NA,NA
"SITE_2042","ROOM_33373","APPL_125522","InSinkErator",NA,"#1-87A","Unknown","#19011289569","No","0.5","HP",NA,NA
"SITE_2043","ROOM_32078","APPL_171872","InSinkErator",NA,"#1-56","Unknown","#47211355","No","0.75","HP",NA,NA
"SITE_2044","ROOM_10125","APPL_140000","InSinkErator",NA,"BADGER 5XL-1","Unknown","#21011257087","No","Unknown",NA,NA,NA
"SITE_205","ROOM_42612","APPL_102284","InSinkErator",NA,"BADGER 1-90","Unknown","#21041205277","No","0.33","HP",NA,NA
"SITE_206","ROOM_1352","APPL_76384","InSinkErator",NA,"BADGER 909-1","Unknown","#14111957651","No","0.75","HP",NA,NA
"SITE_207","ROOM_41615","APPL_41048","Other","Whirlaway","Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_208","ROOM_34178","APPL_39148","InSinkErator",NA,"#5-84","Unknown","#11071773760","No","0.5","HP",NA,NA
"SITE_21","ROOM_28887","APPL_96274","InSinkErator",NA,"#5-84","Unknown","#14031926560","No","0.5","HP",NA,NA
"SITE_210","ROOM_42507","APPL_66420","InSinkErator",NA,"PRO COMPACT","Unknown","#07081948196","No","0.75","HP",NA,NA
"SITE_211","ROOM_36646","APPL_82828","KitchenAid",NA,"CUSTON 250","Unknown","Unknown","No","0.625","HP",NA,NA
"SITE_215","ROOM_5983","APPL_151102","InSinkErator",NA,"#5-84","Unknown","#14111846020","No","0.5","HP",NA,NA
"SITE_216","ROOM_16065","APPL_107915","InSinkErator",NA,"BADGER 9","Unknown","#09121737682","No","0.75","HP",NA,NA
"SITE_217","ROOM_34959","APPL_49994","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_219","ROOM_35081","APPL_8435","InSinkErator",NA,"BADGER 15SS-1","Unknown","#18021159463","No","0.75","HP",NA,NA
"SITE_220","ROOM_904","APPL_155727","InSinkErator",NA,"#5-75","Unknown","WF77098937","No","0.5","HP",NA,NA
"SITE_221","ROOM_20603","APPL_173200","Other","Badger","100-1","Unknown","#15041404421","No","0.33","HP",NA,NA
"SITE_222","ROOM_45192","APPL_131891","InSinkErator",NA,"PRO 880R","2013","#13081935364","No","0.875","HP",NA,NA
"SITE_225","ROOM_13358","APPL_144738","Other","American Standard","Unknown","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_226","ROOM_17210","APPL_40631","InSinkErator",NA,"BADGER","2019","Unknown","No","0.33","HP",NA,NA
"SITE_227","ROOM_33246","APPL_101496","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_228","ROOM_31856","APPL_57762","Kenmore",NA,"#17560511","Unknown","MG1055625","No","0.75","HP",NA,NA
"SITE_23","ROOM_2568","APPL_105085","InSinkErator",NA,"BADGER 500-1","Unknown","#16101038411","No","0.5","HP",NA,NA
"SITE_230","ROOM_26392","APPL_83754","InSinkErator",NA,"#5-84","Unknown","#13091589479","No","0.5","HP",NA,NA
"SITE_231","ROOM_16764","APPL_38312","InSinkErator",NA,"BADGER 500-2","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_232","ROOM_11235","APPL_34183","Unknown",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_233","ROOM_31174","APPL_62685","InSinkErator",NA,"555SS","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_234","ROOM_44775","APPL_91987","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.333","HP",NA,NA
"SITE_235","ROOM_14365","APPL_164149","InSinkErator",NA,"#1-878","Unknown","#18051084162","No","0.33","HP",NA,NA
"SITE_236","ROOM_13365","APPL_101094","InSinkErator",NA,"EVOLUTION COMPACT","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_237","ROOM_18923","APPL_123440","InSinkErator",NA,"#333","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_238","ROOM_474","APPL_49057","InSinkErator",NA,"BADGER 900","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_24","ROOM_9298","APPL_20598","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_241","ROOM_1506","APPL_69346","KitchenAid",NA,"IMPERIAL","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_242","ROOM_18307","APPL_102182","InSinkErator",NA,"COMPACT-P","Unknown","#09011742010","No","0.75","HP",NA,NA
"SITE_243","ROOM_42013","APPL_112559","InSinkErator",NA,"BADGER 5XP-6","Unknown","#21051117266","No","1","HP",NA,NA
"SITE_244","ROOM_14058","APPL_7010","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_246","ROOM_20136","APPL_85122","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_247","ROOM_26201","APPL_170021","InSinkErator",NA,"PRO COMPACT","Unknown","#07101709826","No","Unknown",NA,NA,NA
"SITE_248","ROOM_8463","APPL_90141","InSinkErator",NA,"ESTEEM-1","Unknown","#15043005908","No","1","HP",NA,NA
"SITE_249","ROOM_3692","APPL_147553","InSinkErator",NA,"COMPACT","Unknown","#07012024431","No","0.75","HP",NA,NA
"SITE_25","ROOM_7337","APPL_2069","InSinkErator",NA,"COMPACT","2008","#07081554385","No","0.75","HP",NA,NA
"SITE_250","ROOM_25379","APPL_50019","InSinkErator",NA,"BADGER 100-1","2013","#13071599679","No","0.33","HP",NA,NA
"SITE_251","ROOM_38348","APPL_2124","InSinkErator",NA,"BADGER15SS-3","Unknown","#22071054220","No","0.75","HP",NA,NA
"SITE_252","ROOM_16092","APPL_50550","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","Unknown",NA
"SITE_253","ROOM_17518","APPL_13804","InSinkErator",NA,"#5-84A","2018","#17101132741","No","0.5","HP",NA,NA
"SITE_255","ROOM_38001","APPL_42349","Waste King",NA,"GXP33C","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_256","ROOM_27733","APPL_93990","InSinkErator",NA,"PROS-4","Unknown","#03111938596","No","0.75","HP",NA,NA
"SITE_260","ROOM_32427","APPL_158198","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_261","ROOM_7776","APPL_9608","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.33","HP","NO NAMEPLATE",NA
"SITE_262","ROOM_45156","APPL_45033","InSinkErator",NA,"EVOLUTION PRO COMPACT","2010","#12071530709","No","0.75","HP",NA,NA
"SITE_263","ROOM_26986","APPL_96790","InSinkErator",NA,"#5-81","2007","#07031788256","No","0.5","HP",NA,NA
"SITE_264","ROOM_46793","APPL_103189","InSinkErator",NA,"BADGER 500-3A","Unknown","#22051330348","No","0.5","HP",NA,NA
"SITE_267","ROOM_27194","APPL_131512","InSinkErator",NA,"#5-84","Unknown","#18031027582","No","0.5","HP",NA,NA
"SITE_268","ROOM_39792","APPL_118947","InSinkErator",NA,"EVOLUTION SELECT","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_27","ROOM_16910","APPL_165129","InSinkErator",NA,"SELECT-2","Unknown","#17023071391","No","0.75","HP",NA,NA
"SITE_270","ROOM_46599","APPL_933","InSinkErator",NA,"#5-87","2018","#18061283181","No","0.5","HP",NA,NA
"SITE_272","ROOM_27815","APPL_134164","Waste King",NA,"LEGEND SERIES 9950","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_273","ROOM_31064","APPL_154650","InSinkErator",NA,"#5-87A","1999","#19091083583","No","1","HP",NA,NA
"SITE_276","ROOM_34606","APPL_95454","Unknown",NA,"T-1060","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_28","ROOM_33307","APPL_143159","InSinkErator",NA,"#1-81","Unknown","WK78489702","No","0.33","HP",NA,NA
"SITE_281","ROOM_35824","APPL_129383","InSinkErator",NA,"#5-84A","Unknown","#12051732438","No","0.5","HP",NA,NA
"SITE_282","ROOM_41715","APPL_127825","Kenmore",NA,"#17560572","Unknown","#08071018167","No","Unknown",NA,NA,NA
"SITE_287","ROOM_20579","APPL_77121","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_288","ROOM_17324","APPL_147960","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_290","ROOM_36837","APPL_835","InSinkErator",NA,"#5-84","Unknown","#15101374696","No","0.5","HP",NA,NA
"SITE_292","ROOM_27000","APPL_46739","InSinkErator",NA,"#1-87","Unknown","#14121990578","No","0.33","HP",NA,NA
"SITE_294","ROOM_33176","APPL_109520","Other","Legend Series","WASTE KING 8000","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_295","ROOM_38724","APPL_28906","InSinkErator",NA,"BADGER","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_297","ROOM_27450","APPL_39622","InSinkErator",NA,"#444","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_299","ROOM_25811","APPL_43596","InSinkErator",NA,"#1-87A","Unknown","#19061444788","No","Unknown",NA,NA,NA
"SITE_3","ROOM_42672","APPL_143970","InSinkErator",NA,"PRO ESSENTIAL","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_30","ROOM_20932","APPL_83772","InSinkErator",NA,"BADGER 10S-2","Unknown","#11091847531","No","0.75","HP",NA,NA
"SITE_300","ROOM_5420","APPL_124830","InSinkErator",NA,"ESSENTIAL","Unknown","#08051801497","No","0.75","HP",NA,NA
"SITE_301","ROOM_33670","APPL_99084","InSinkErator",NA,"SUPREME SS-2","Unknown","#18063082679","No","1","HP",NA,NA
"SITE_302","ROOM_6698","APPL_110775","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_303","ROOM_26483","APPL_48066","Other","Ace Hardware","#47981","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_304","ROOM_36044","APPL_4688","Other","Titan","T-960","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_306","ROOM_32570","APPL_61275","InSinkErator",NA,"#5-84","Unknown","#11051595232","No","0.5","HP",NA,NA
"SITE_308","ROOM_11911","APPL_99684","InSinkErator",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_311","ROOM_14321","APPL_5458","Waste King",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_312","ROOM_44500","APPL_64238","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_313","ROOM_31542","APPL_67621","InSinkErator",NA,"BADGER 500-2","Unknown","#19061426567","No","0.5","HP",NA,NA
"SITE_314","ROOM_13500","APPL_79143","InSinkErator",NA,"#5-84","Unknown","#13071826276","No","0.5","HP",NA,NA
"SITE_314","ROOM_13500","APPL_169830","InSinkErator",NA,"#5-84","Unknown","#13071826273","No","0.5","HP",NA,NA
"SITE_316","ROOM_39089","APPL_31873","InSinkErator",NA,"#5-84","Unknown","#17031133222","No","0.5","HP",NA,NA
"SITE_319","ROOM_14016","APPL_114235","InSinkErator",NA,"PRO ESSENTIAL","Unknown","#09091824703","No","0.75","HP",NA,NA
"SITE_32","ROOM_10611","APPL_45106","Kenmore",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"NO NAMEPLATE",NA
"SITE_320","ROOM_12468","APPL_67279","InSinkErator",NA,"#5-81","Unknown","#06011717202","No","0.5","HP",NA,NA
"SITE_322","ROOM_19564","APPL_157261","Waste King",NA,"L-3200","Unknown","MEA-141-96-E","No","0.75","HP",NA,NA
"SITE_324","ROOM_28769","APPL_59258","InSinkErator",NA,"BADGER 5-84","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_329","ROOM_1532","APPL_43003","InSinkErator",NA,"#1-79A","Unknown","SK 66120816","No","0.34","HP",NA,NA
"SITE_33","ROOM_38660","APPL_759","Unknown",NA,"WASTE KING 8000","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_332","ROOM_44998","APPL_129928","InSinkErator",NA,"EVOLUTION PRO 750","Unknown","Unknown","Unknown","Unknown",NA,NA,NA
"SITE_334","ROOM_43953","APPL_9917","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.75","HP","NO NAMEPLATE",NA
"SITE_335","ROOM_32793","APPL_93818","InSinkErator",NA,"COMPACT-P","Unknown","#10011672656","No","0.75","HP",NA,NA
"SITE_338","ROOM_36662","APPL_67199","InSinkErator",NA,"WASTE KING 111","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_339","ROOM_45487","APPL_166024","InSinkErator",NA,"#77","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_345","ROOM_13868","APPL_96033","InSinkErator",NA,"#5-84","Unknown","#16101237044","No","0.5","HP",NA,NA
"SITE_346","ROOM_31317","APPL_18","InSinkErator",NA,"#5-81A","Unknown","#08121526816","No","0.5","HP",NA,NA
"SITE_347","ROOM_25936","APPL_141687","InSinkErator",NA,"Unknown","Unknown","Unknown","No","0.5","HP","NO NAMEPLATE",NA
"SITE_349","ROOM_9980","APPL_58842","Other","Titan","D-75","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_353","ROOM_42197","APPL_50928","Other","American Standard","ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_354","ROOM_16088","APPL_93950","InSinkErator",NA,"BADGER 1-90A","Unknown","#21031391981","No","Unknown",NA,NA,NA
"SITE_355","ROOM_1422","APPL_143436","Other","American Standard","#ASD-1250","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_357","ROOM_19949","APPL_174847","Unknown",NA,"HUSH SS 500","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_358","ROOM_40450","APPL_49117","InSinkErator",NA,"BADGER 5-89A","Unknown","#19121241455","No","0.5","HP",NA,NA
"SITE_359","ROOM_10129","APPL_165658","InSinkErator",NA,"BADGER 1","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_362","ROOM_22428","APPL_50702","InSinkErator",NA,"SPACE SAVER-XP-2","Unknown","#20113018496","No","0.75","HP",NA,NA
"SITE_364","ROOM_42024","APPL_108538","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_365","ROOM_20425","APPL_6204","InSinkErator",NA,"COMPACT-P-1","Unknown","#16013094321","No","0.75","HP",NA,NA
"SITE_366","ROOM_5910","APPL_133590","InSinkErator",NA,"#405700","Unknown","Unknown","No","0.33","HP",NA,NA
"SITE_367","ROOM_39988","APPL_35916","InSinkErator",NA,"#801","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_368","ROOM_8601","APPL_64633","InSinkErator",NA,"EVOLUTION PRO 750","Unknown","Unknown","No","0.75","HP",NA,NA
"SITE_369","ROOM_23062","APPL_136542","Other","Titan","T-1060","Unknown","Unknown","No","1.25","HP",NA,NA
"SITE_371","ROOM_33551","APPL_155951","InSinkErator",NA,"BADGER 5","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_372","ROOM_1433","APPL_94458","InSinkErator",NA,"BADGER 500","Unknown","Unknown","No","0.5","HP",NA,NA
"SITE_373","ROOM_1158","APPL_160984","InSinkErator",NA,"EVOLUTION ESSENTIAL","Unknown","Unknown","No","Unknown",NA,NA,NA
"SITE_374","ROOM_25679","APPL_55120","Unknown",NA,"Unknown","Unknown","Unknown","No","Unknown",NA,"Unknown",NA
"SITE_375","ROOM_23134","APPL_158886","InSinkErator",NA,"EVOLUTION SPACE SAVER XP","Unknown","Unknown","No","Unknown",NA,NA,NA
