"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Vintage","Serial","Energy_Star","WiFi_Capable","Room_Type","Dishwasher_Missing_Model_Reason","Dishwasher_Missing_Model_Reason_Other"
"SITE_1361","ROOM_6318","APPL_61199","Standard (approx 24in.)","Kenmore",NA,"#53017303406","Unknown","#10705008343100189","No","No","Kitchen",NA,NA
"SITE_1364","ROOM_39353","APPL_2367","Standard (approx 24in.)","General Electric",NA,"GDF520PGJ0WW","Unknown","VF814897B","No","No","Kitchen",NA,NA
"SITE_1365","ROOM_30248","APPL_160100","Standard (approx 24in.)","Whirlpool",NA,"GU2300XTVB0","Unknown","FW3102409","Yes","No","Kitchen",NA,NA
"SITE_1366","ROOM_25682","APPL_89040","Standard (approx 24in.)","Bosch",NA,"SHE43P22UC/61","Unknown","F900900026","No","No","Kitchen",NA,NA
"SITE_1367","ROOM_19457","APPL_61613","Standard (approx 24in.)","Bosch",NA,"SHE3AR52UC/18","Unknown","FD940400680","No","No","Kitchen",NA,NA
"SITE_1368","ROOM_35954","APPL_46445","Standard (approx 24in.)","Whirlpool",NA,"WDT780SAEM2","Unknown","F70334579","Yes","No","Kitchen",NA,NA
"SITE_1369","ROOM_4082","APPL_153347","Standard (approx 24in.)","Frigidaire",NA,"FFCD2413US4A","Unknown","TH20507100","Yes","No","Kitchen",NA,NA
"SITE_137","ROOM_46106","APPL_5164","Standard (approx 24in.)","KitchenAid",NA,"KUDE70FVSS3","Unknown","F03106224","No","No","Kitchen",NA,NA
"SITE_1370","ROOM_23575","APPL_94753","Standard (approx 24in.)","Bosch",NA,"SHU43C02UO/17","Unknown","FD841101286","No","No","Kitchen",NA,NA
"SITE_1371","ROOM_4512","APPL_155351","Standard (approx 24in.)","General Electric",NA,"GSD2100N10WW","Unknown","HR812046B","No","No","Kitchen",NA,NA
"SITE_1372","ROOM_38003","APPL_172103","Standard (approx 24in.)","General Electric",NA,"GDT580SMF6ES","Unknown","SF710378B","No","No","Kitchen",NA,NA
"SITE_1373","ROOM_31982","APPL_138892","Standard (approx 24in.)","Bosch",NA,"SILENCEPLUS 44 DBA","Unknown","Unknown","Unknown","No","Kitchen",NA,NA
"SITE_1374","ROOM_20488","APPL_75863","Standard (approx 24in.)","General Electric",NA,"G5D1200G01","Unknown","HF 771262","No","No","Kitchen",NA,NA
"SITE_1375","ROOM_12524","APPL_43286","Standard (approx 24in.)","KitchenAid",NA,"KUDC031VWH3","Unknown","FY4703154","Yes","No","Kitchen",NA,NA
"SITE_1376","ROOM_27739","APPL_157465","Standard (approx 24in.)","Whirlpool",NA,"WDF510PAYS6","Unknown","F23429189","Yes","No","Kitchen",NA,NA
"SITE_1377","ROOM_45414","APPL_11744","Standard (approx 24in.)","Whirlpool",NA,"WDF310PAAW2","Unknown","F30513937","No","No","Kitchen",NA,NA
"SITE_1378","ROOM_15714","APPL_54677","Standard (approx 24in.)","General Electric",NA,"PDP755SYR4FS","Unknown","FT719720B","No","Yes","Kitchen",NA,NA
"SITE_1379","ROOM_18367","APPL_98578","Standard (approx 24in.)","Kenmore",NA,"66514573N612","Unknown","F80215279","No","No","Kitchen",NA,NA
"SITE_138","ROOM_18001","APPL_123755","Standard (approx 24in.)","Maytag",NA,"Unknown","1990","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1380","ROOM_45988","APPL_117011","Standard (approx 24in.)","Magic Chef",NA,"DU2J","Unknown","A9617627KS","No","No","Kitchen",NA,NA
"SITE_1381","ROOM_43980","APPL_96061","Standard (approx 24in.)","Bosch",NA,"SHE3AR76UC/22","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1382","ROOM_14901","APPL_31037","Standard (approx 24in.)","Samsung",NA,"DMT800RHS/XAA","Unknown","A3J7G9MCC02227W","No","No","Kitchen",NA,NA
"SITE_1383","ROOM_31843","APPL_160965","Standard (approx 24in.)","Frigidaire",NA,"FEBD2406NB7B","Unknown","TH54702786","No","No","Kitchen",NA,NA
"SITE_1384","ROOM_18891","APPL_56414","Standard (approx 24in.)","Whirlpool",NA,"WDF520PADM 9","Unknown","FX4532343","No","No","Kitchen",NA,NA
"SITE_1385","ROOM_7332","APPL_51206","Standard (approx 24in.)","General Electric",NA,"GHDT108V55BB","Unknown","TZ814033B","Yes","No","Kitchen",NA,NA
"SITE_1387","ROOM_26224","APPL_159385","Compact (< 18in.)","General Electric",NA,"PDT715SYNOFS","Unknown","AR907958B","No","No","Kitchen",NA,NA
"SITE_1388","ROOM_21669","APPL_13751","Standard (approx 24in.)","Whirlpool",NA,"DU810SWPQ4","Unknown","F03945669","No","No","Kitchen",NA,NA
"SITE_1389","ROOM_20682","APPL_58481","Standard (approx 24in.)","Frigidaire",NA,"LFID2426 TF1A","Unknown","TH74938169","Yes","No","Kitchen",NA,NA
"SITE_139","ROOM_27139","APPL_30593","Standard (approx 24in.)","Bosch",NA,"SHP65TL5UC/09","Unknown","FD960900917","No","No","Kitchen",NA,NA
"SITE_1390","ROOM_36864","APPL_116245","Standard (approx 24in.)","General Electric",NA,"GSD5110D02AA","Unknown","V2760350B","No","No","Kitchen",NA,NA
"SITE_1391","ROOM_36230","APPL_151786","Standard (approx 24in.)","Frigidaire",NA,"MDB122LBS0","Unknown","TH21492054","Yes","No","Kitchen",NA,NA
"SITE_1393","ROOM_11953","APPL_28131","Standard (approx 24in.)","Kenmore",NA,"#15838791","Unknown","FH1414518","No","No","Kitchen",NA,NA
"SITE_1394","ROOM_25528","APPL_154927","Standard (approx 24in.)","Whirlpool",NA,"DU810SWPU2","Unknown","FT0310583","No","No","Kitchen",NA,NA
"SITE_1395","ROOM_46009","APPL_141742","Standard (approx 24in.)","Bosch",NA,"SHX5AV56UC/01","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1396","ROOM_9455","APPL_33423","Standard (approx 24in.)","Maytag",NA,"MDB6769PAS1","Unknown","F24305612","Yes","No","Kitchen",NA,NA
"SITE_1397","ROOM_21656","APPL_473","Standard (approx 24in.)","Whirlpool",NA,"WDF310PAAW1","Unknown","F22909745","No","No","Kitchen",NA,NA
"SITE_1398","ROOM_22522","APPL_75657","Standard (approx 24in.)","General Electric",NA,"GSC1200T01WH","Unknown","GL608881A","No","No","Kitchen",NA,NA
"SITE_1399","ROOM_41665","APPL_112220","Standard (approx 24in.)","Maytag",NA,"MDB7749SBM2","Unknown","F32911438","Yes","No","Kitchen",NA,NA
"SITE_1400","ROOM_32304","APPL_56870","Standard (approx 24in.)","General Electric",NA,"GSC3400J00WW","Unknown","MH617813A","No","No","Office",NA,NA
"SITE_1402","ROOM_42294","APPL_42423","Standard (approx 24in.)","Whirlpool",NA,"DU810SWLQ0","Unknown","FP4436759","Yes","No","Kitchen",NA,NA
"SITE_1403","ROOM_17987","APPL_87267","Standard (approx 24in.)","Bosch",NA,"SHP865YP5N/01","Unknown","FD990201868","No","No","Kitchen",NA,NA
"SITE_1404","ROOM_38959","APPL_47149","Standard (approx 24in.)","KitchenAid",NA,"KDTM404EWH2","Unknown","F71201577","Yes","No","Kitchen",NA,NA
"SITE_1405","ROOM_44623","APPL_4079","Standard (approx 24in.)","Whirlpool",NA,"DU811SWPU4","Unknown","F12321816","Yes","No","Kitchen",NA,NA
"SITE_1406","ROOM_20191","APPL_67863","Standard (approx 24in.)","Frigidaire",NA,"FFID2426TW0A","Unknown","TH93626515","Yes","No","Kitchen",NA,NA
"SITE_1408","ROOM_15742","APPL_83362","Standard (approx 24in.)","Bosch",NA,"SHP65TL2UC/02","Unknown","FD960200337","No","No","Kitchen",NA,NA
"SITE_1409","ROOM_25030","APPL_110933","Standard (approx 24in.)","Frigidaire",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_141","ROOM_33371","APPL_153212","Standard (approx 24in.)","General Electric",NA,"GLD6700N00BB","Unknown","AM892069B","No","No","Kitchen",NA,NA
"SITE_1410","ROOM_44147","APPL_47915","Standard (approx 24in.)","Frigidaire",NA,"LFBD2412SFOA","Unknown","TH70104574","Yes","No","Kitchen",NA,NA
"SITE_1411","ROOM_44904","APPL_96789","Standard (approx 24in.)","General Electric",NA,"GDF550PGR3BB","Unknown","AT838720B","No","No","Kitchen",NA,NA
"SITE_1412","ROOM_11422","APPL_87708","Standard (approx 24in.)","Kenmore",NA,"66513102K902","Unknown","F01011995","No","No","Kitchen",NA,NA
"SITE_1413","ROOM_22208","APPL_147865","Standard (approx 24in.)","KitchenAid",NA,"KDTE234GWH0","Unknown","F82106183","No","No","Kitchen",NA,NA
"SITE_1414","ROOM_35175","APPL_131815","Standard (approx 24in.)","KitchenAid",NA,"KDFM404KPS O'","Unknown","FA1702103","No","No","Kitchen",NA,NA
"SITE_1416","ROOM_927","APPL_154431","Standard (approx 24in.)","General Electric",NA,"PDT750SSF0SS","Unknown","SA795970B","No","No","Kitchen",NA,NA
"SITE_1417","ROOM_17029","APPL_96065","Standard (approx 24in.)","Maytag",NA,"DWU9202AAB","Unknown","31867307SF","No","No","Kitchen",NA,NA
"SITE_1418","ROOM_6946","APPL_94406","Standard (approx 24in.)","Kenmore",NA,"#66515522000","Unknown","FR1581005","No","No","Kitchen",NA,NA
"SITE_1419","ROOM_41081","APPL_85422","Standard (approx 24in.)","Hotpoint",NA,"HDA150X-66BW","Unknown","GR748058Y","No","No","Kitchen",NA,NA
"SITE_142","ROOM_40972","APPL_13324","Standard (approx 24in.)","Frigidaire",NA,"FFBD2406NS0A","Unknown","TH40298575","No","No","Kitchen",NA,NA
"SITE_1420","ROOM_366","APPL_100520","Standard (approx 24in.)","Bosch",NA,"SHP878ZD5N/18","Unknown","FD010801857","No","No","Kitchen",NA,NA
"SITE_1421","ROOM_10289","APPL_149958","Standard (approx 24in.)","Bosch",NA,"SHP865ZD6N/01","Unknown","FD000300090","No","No","Kitchen",NA,NA
"SITE_1422","ROOM_18330","APPL_113869","Standard (approx 24in.)","Whirlpool",NA,"DU810SWLU0","Unknown","FR1368839","Yes","No","Kitchen",NA,NA
"SITE_1423","ROOM_6830","APPL_28734","Standard (approx 24in.)","LG",NA,"LDT7808SS","Unknown","908KWLR0J520","Yes","No","Kitchen",NA,NA
"SITE_1425","ROOM_45501","APPL_55884","Standard (approx 24in.)","Bosch",NA,"SHX3AR75UC","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1426","ROOM_3533","APPL_152457","Standard (approx 24in.)","General Electric",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1427","ROOM_23451","APPL_138340","Standard (approx 24in.)","Bosch",NA,"SHP865WD5N/10","Unknown","FD980204417","No","No","Kitchen",NA,NA
"SITE_1428","ROOM_30701","APPL_131204","Standard (approx 24in.)","General Electric",NA,"GDF520PGD2BB","Unknown","MD842603B","No","No","Kitchen",NA,NA
"SITE_1429","ROOM_28374","APPL_150939","Standard (approx 24in.)","Frigidaire",NA,"FDB1050REB4","Unknown","TH82526177","No","No","Kitchen",NA,NA
"SITE_143","ROOM_16527","APPL_27257","Standard (approx 24in.)","Bosch",NA,"SHP65TL6UC/07FD950600290","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1433","ROOM_8580","APPL_128701","Standard (approx 24in.)","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_1434","ROOM_36948","APPL_75695","Standard (approx 24in.)","Amana",NA,"ADB1400AGW1","Unknown","FX0307469","No","No","Kitchen",NA,NA
"SITE_1435","ROOM_2253","APPL_169500","Standard (approx 24in.)","Maytag",NA,"MDB4949SHZ1","Unknown","FX4078250","No","No","Kitchen",NA,NA
"SITE_1436","ROOM_44484","APPL_41123","Standard (approx 24in.)","Bosch",NA,"SHE3AR72UC/22","Unknown","FD981004226","No","No","Kitchen",NA,NA
"SITE_1437","ROOM_46012","APPL_109690","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DSS0","Unknown","F44045154","Yes","No","Kitchen",NA,NA
"SITE_1437","ROOM_33149","APPL_92095","Standard (approx 24in.)","Other","Cafe","CDT845P2N3S1","Unknown","DT825733B","No","Unknown","Kitchen",NA,NA
"SITE_1438","ROOM_29763","APPL_116246","Standard (approx 24in.)","Kenmore",NA,"#66517052402","Unknown","FS3702036","Yes","No","Kitchen",NA,NA
"SITE_144","ROOM_23757","APPL_76333","Standard (approx 24in.)","KitchenAid",NA,"KDTE234GBL0","Unknown","F84905706","No","No","Kitchen",NA,NA
"SITE_1440","ROOM_3056","APPL_144287","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DWHO","Unknown","F50523987：","No","No","Kitchen",NA,NA
"SITE_1441","ROOM_9374","APPL_68251","Standard (approx 24in.)","Frigidaire",NA,"FFBD2409LB0A","Unknown","TH20131339","No","No","Kitchen",NA,NA
"SITE_1442","ROOM_19431","APPL_65208","Standard (approx 24in.)","Frigidaire",NA,"FFID2426TB2A","Unknown","TH02511455","Yes","No","Kitchen",NA,NA
"SITE_1443","ROOM_3786","APPL_20805","Standard (approx 24in.)","Kenmore",NA,"#66515719000","Unknown","FK3806386","No","No","Kitchen",NA,NA
"SITE_1444","ROOM_29146","APPL_166912","Standard (approx 24in.)","Whirlpool",NA,"WDT730PAHO","Unknown","F95184488","No","No","Kitchen",NA,NA
"SITE_1445","ROOM_27096","APPL_9950","Standard (approx 24in.)","Kenmore",NA,"66514563N611","Unknown","F72701098","No","No","Kitchen",NA,NA
"SITE_1446","ROOM_38818","APPL_113099","Standard (approx 24in.)","Maytag",NA,"MDB6000AWA","Unknown","17587056UY","Unknown","No","Kitchen",NA,NA
"SITE_1447","ROOM_7862","APPL_161938","Standard (approx 24in.)","Maytag",NA,"MDB8959AWS5","Unknown","F12211640","Yes","No","Kitchen",NA,NA
"SITE_1449","ROOM_27761","APPL_20665","Standard (approx 24in.)","Jenn Air",NA,"JDB1250AWS","Unknown","34533660JP","No","No","Kitchen",NA,NA
"SITE_145","ROOM_35983","APPL_15271","Standard (approx 24in.)","Maytag",NA,"MDB7600AWW","Unknown","22489688EE","No","No","Kitchen",NA,NA
"SITE_1451","ROOM_3048","APPL_46317","Standard (approx 24in.)","Admiral",NA,"DDB1501AM","Unknown","#1014307366","No","No","Kitchen",NA,NA
"SITE_1452","ROOM_12327","APPL_765","Standard (approx 24in.)","Kirkland",NA,"SUD6000HQ1","Unknown","FK3301164","No","No","Kitchen",NA,NA
"SITE_1452","ROOM_22189","APPL_170744","Standard (approx 24in.)","Bosch",NA,"SHP865WD5N/10","Unknown","FD980601523","No","Yes","Kitchen",NA,NA
"SITE_1453","ROOM_38081","APPL_54529","Standard (approx 24in.)","Kenmore",NA,"66513739K601","Unknown","FY1230215","Yes","No","Kitchen",NA,NA
"SITE_1454","ROOM_5293","APPL_33568","Standard (approx 24in.)","Frigidaire",NA,"FGHD2433KW1","Unknown","TH14940439","No","No","Kitchen",NA,NA
"SITE_1455","ROOM_29582","APPL_58044","Standard (approx 24in.)","General Electric",NA,"GLDA690F00BB","Unknown","LD801092C","No","No","Kitchen",NA,NA
"SITE_1457","ROOM_18774","APPL_147679","Standard (approx 24in.)","KitchenAid",NA,"KDFE104DWH1","Unknown","F52309084","Yes","Unknown","Kitchen",NA,NA
"SITE_1458","ROOM_16969","APPL_66774","Standard (approx 24in.)","Bosch",NA,"ISHU3006UC/U06","Unknown","S10M5B10 8022 80242 01 0160","No","No","Kitchen",NA,NA
"SITE_1459","ROOM_43751","APPL_152741","Standard (approx 24in.)","Kenmore",NA,"66513032K110","Unknown","F13005421","No","No","Kitchen",NA,NA
"SITE_1461","ROOM_3800","APPL_67915","Standard (approx 24in.)","KitchenAid",NA,"KDPM604KPS 0","Unknown","FX0202378","No","No","Kitchen",NA,NA
"SITE_1462","ROOM_2144","APPL_148458","Standard (approx 24in.)","Bosch",NA,"SHE5AL02UC/01","Unknown","FD890300195","No","No","Kitchen",NA,NA
"SITE_1463","ROOM_33916","APPL_35824","Standard (approx 24in.)","Maytag",NA,"#MDB4949SDE3","Unknown","F64812867","Yes","No","Kitchen",NA,NA
"SITE_1465","ROOM_34624","APPL_138005","Standard (approx 24in.)","Bosch",NA,"SHU43C05UC/17","Unknown","FD840900316","No","No","Kitchen",NA,NA
"SITE_1467","ROOM_38863","APPL_81384","Standard (approx 24in.)","Whirlpool",NA,"WDF310PLAB1","Unknown","F22001055","Yes","No","Kitchen",NA,NA
"SITE_147","ROOM_38914","APPL_15448","Standard (approx 24in.)","KitchenAid",NA,"KUDS35FXSSA","Unknown","F34404102","Yes","No","Kitchen",NA,NA
"SITE_1470","ROOM_20964","APPL_83926","Standard (approx 24in.)","Bosch",NA,"SHP865WD2N/11","Unknown","FD981200086","Unknown","No","Kitchen",NA,NA
"SITE_1471","ROOM_40191","APPL_62421","Standard (approx 24in.)","Whirlpool",NA,"WDF330PAHW1","Unknown","F90481667","No","No","Garage",NA,NA
"SITE_1473","ROOM_6544","APPL_93544","Standard (approx 24in.)","Frigidaire",NA,"FFID2426TD2A","Unknown","TH84196259","Yes","No","Kitchen",NA,NA
"SITE_1474","ROOM_30853","APPL_77831","Standard (approx 24in.)","Frigidaire",NA,"FFCD2413UW3A","Unknown","TH05128324","Yes","No","Kitchen",NA,NA
"SITE_1478","ROOM_7826","APPL_50660","Standard (approx 24in.)","Bosch",NA,"SHVM78W53N/10","Unknown","FD980200294","No","No","Kitchen",NA,NA
"SITE_1479","ROOM_18760","APPL_127141","Standard (approx 24in.)","Kenmore",NA,"66514573N612","Unknown","FA2011059","No","No","Kitchen",NA,NA
"SITE_148","ROOM_10071","APPL_134409","Standard (approx 24in.)","KitchenAid",NA,"KUDI02IRBL3","Unknown","FU0403214","No","No","Kitchen",NA,NA
"SITE_1480","ROOM_22442","APPL_65913","Standard (approx 24in.)","Bosch",NA,"SHXN8U55UC/07","Unknown","FD960400497","No","No","Kitchen",NA,NA
"SITE_1481","ROOM_39591","APPL_40424","Standard (approx 24in.)","Bosch",NA,"SHX68T52UC/01","Unknown","Unknown","No","No","Kitchen",NA,NA
"SITE_1482","ROOM_10667","APPL_56141","Standard (approx 24in.)","Frigidaire",NA,"FFBD2406NS11B","Unknown","TH81003036","No","No","Kitchen",NA,NA
"SITE_1483","ROOM_18604","APPL_52979","Standard (approx 24in.)","Kenmore",NA,"#66516014401","Unknown","FS0301491","Yes","No","Outbuilding / Addition",NA,NA
"SITE_1483","ROOM_10767","APPL_155835","Standard (approx 24in.)","Kenmore",NA,"#66517464300","Unknown","FR2509047","Yes","No","Kitchen",NA,NA
"SITE_1484","ROOM_45841","APPL_165279","Standard (approx 24in.)","Maytag",NA,"MDB4010AWB","Unknown","16356890US","No","No","Kitchen",NA,NA
"SITE_1485","ROOM_11515","APPL_122864","Standard (approx 24in.)","Maytag",NA,"MD84630AWW3","Unknown","F13107509","No","No","Kitchen",NA,NA
"SITE_1486","ROOM_41937","APPL_165245","Standard (approx 24in.)","Crosley",NA,"ZDM6502AS","Unknown","#1508043900121","No","No","Kitchen",NA,NA
"SITE_1487","ROOM_24380","APPL_100899","Standard (approx 24in.)","Whirlpool",NA,"WDTA50SAHZ0","Unknown","F94967248","No","No","Kitchen",NA,NA
"SITE_1488","ROOM_16888","APPL_109567","Standard (approx 24in.)","Frigidaire",NA,"MDB125RGR0","Unknown","TH92099594","No","No","Kitchen",NA,NA
"SITE_1489","ROOM_34304","APPL_71316","Standard (approx 24in.)","Whirlpool",NA,"WDTA50SAHZ","Unknown","FX2930527","Unknown","No","Kitchen",NA,NA
"SITE_1491","ROOM_45204","APPL_104485","Standard (approx 24in.)","Bosch",NA,"SHEM63W52N/13","Unknown","FD000801305","No","No","Kitchen",NA,NA
"SITE_1492","ROOM_44567","APPL_55561","Standard (approx 24in.)","Kenmore",NA,"58715262900A","Unknown","TH30556513","No","No","Kitchen",NA,NA
"SITE_1493","ROOM_42136","APPL_1333","Standard (approx 24in.)","Frigidaire",NA,"F0B4315LFCO","Unknown","TH64214413","Yes","No","Kitchen",NA,NA
"SITE_1494","ROOM_28391","APPL_35905","Standard (approx 24in.)","Whirlpool",NA,"DU810DWGQ1","Unknown","FJ4036195","No","No","Kitchen",NA,NA
"SITE_1495","ROOM_27057","APPL_15639","Standard (approx 24in.)","Hotpoint",NA,"HDF310PGR3WW","Unknown","DT723486D","No","No","Kitchen",NA,NA
"SITE_1496","ROOM_42740","APPL_14069","Standard (approx 24in.)","Whirlpool",NA,"WDTASUSAKZO","Unknown","FX3903621","No","No","Kitchen",NA,NA
"SITE_1497","ROOM_7192","APPL_131245","Standard (approx 24in.)","Frigidaire",NA,"FDBI30RGS3","Unknown","TH91169012","No","No","Kitchen",NA,NA
"SITE_1498","ROOM_18734","APPL_116325","Standard (approx 24in.)","Amana",NA,"ADB1300AFB0","Unknown","F60801690","No","No","Kitchen",NA,NA
"SITE_1499","ROOM_36558","APPL_170856","Standard (approx 24in.)","Whirlpool",NA,"GU2455XTS82","Unknown","FU2408167","No","No","Kitchen",NA,NA
"SITE_15","ROOM_17080","APPL_59103","Standard (approx 24in.)","Maytag",NA,"MDB7600AWW","Unknown","12802870AP","Yes","No","Kitchen",NA,NA
"SITE_150","ROOM_45795","APPL_7887","Standard (approx 24in.)","ASKO",NA,"DBI663ISU","Unknown","#11030366","Unknown","No","Kitchen",NA,NA
"SITE_1504","ROOM_44065","APPL_11883","Standard (approx 24in.)","Kenmore",NA,"Unknown","Unknown","F54510585","No","No","Kitchen","Unknown","SCREW COVERS MODEL NUMBER"
"SITE_1505","ROOM_5337","APPL_99105","Standard (approx 24in.)","Maytag",NA,"MDBH965AWW","Unknown","37465393LG","Yes","No","Kitchen",NA,NA
"SITE_1506","ROOM_39486","APPL_76567","Standard (approx 24in.)","Unknown",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_1509","ROOM_12185","APPL_117855","Standard (approx 24in.)","Whirlpool",NA,"DU800CWDB0","Unknown","#FE3146854","No","No","Kitchen",NA,NA
"SITE_151","ROOM_28972","APPL_25796","Standard (approx 24in.)","Fisher & Paykel",NA,"DD24DUT7","Unknown","MKP803176","No","No","Kitchen",NA,NA
"SITE_1510","ROOM_13424","APPL_10113","Compact (< 18in.)","Danby",NA,"DDW1801MW","Unknown","#4617044000434","Yes","No","Kitchen",NA,NA
"SITE_1511","ROOM_17259","APPL_18795","Standard (approx 24in.)","Kenmore",NA,"Unknown","Unknown","Unknown","Unknown","No","Kitchen","Unknown",NA
"SITE_1512","ROOM_16537","APPL_92026","Standard (approx 24in.)","Whirlpool",NA,"WDP340PAFW0","Unknown","F83503805","Unknown","No","Kitchen",NA,NA
"SITE_1513","ROOM_11192","APPL_163269","Compact (< 18in.)","Danby",NA,"DDW1801 MWP","2017","#4617034000065","No","No","Kitchen",NA,NA
"SITE_1514","ROOM_26200","APPL_208","Standard (approx 24in.)","Frigidaire",NA,"FGHD2433KF1","Unknown","TH01422545","Yes","No","Kitchen",NA,NA
"SITE_1515","ROOM_32606","APPL_46543","Standard (approx 24in.)","Bosch",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1516","ROOM_16148","APPL_115787","Standard (approx 24in.)","Kenmore",NA,"6651300N510","Unknown","F60607069","No","No","Kitchen",NA,NA
"SITE_1518","ROOM_39296","APPL_118571","Standard (approx 24in.)","Bosch",NA,"SHX5AV55UC/01","Unknown","FD950902063","No","No","Kitchen",NA,NA
"SITE_152","ROOM_2842","APPL_31020","Standard (approx 24in.)","General Electric",NA,"GDT695SSJ2SS","Unknown","DL895194B","No","No","Kitchen",NA,NA
"SITE_1520","ROOM_22050","APPL_102326","Standard (approx 24in.)","Whirlpool",NA,"DU915QWDB1","Unknown","FF3308324","No","No","Kitchen",NA,NA
"SITE_1521","ROOM_24444","APPL_26753","Standard (approx 24in.)","Whirlpool",NA,"Unknown","Unknown","Unknown","No","No","Kitchen","Unknown",NA
"SITE_1522","ROOM_11939","APPL_169525","Standard (approx 24in.)","Other","Hisense","HUI6220XCUS","Unknown","#14230174","No","No","Kitchen",NA,NA
"SITE_1524","ROOM_21557","APPL_107408","Standard (approx 24in.)","Whirlpool",NA,"WOF330PAHB4","Unknown","FX 4308309","No","No","Kitchen",NA,NA
"SITE_1525","ROOM_25199","APPL_64116","Standard (approx 24in.)","LG",NA,"LDT5678SS","Unknown",":009KWCF2D715","Yes","No","Kitchen",NA,NA
"SITE_1526","ROOM_45225","APPL_161842","Standard (approx 24in.)","Whirlpool",NA,"WDF320PADWO","Unknown","F43206549","Yes","No","Kitchen",NA,NA
"SITE_1527","ROOM_21789","APPL_99322","Standard (approx 24in.)","Samsung",NA,"DW80R2031US","2021","B08AG8DR309315R","Yes","No","Kitchen",NA,NA
"SITE_1528","ROOM_6209","APPL_99922","Standard (approx 24in.)","General Electric",NA,"GSD500G-01AW","Unknown","GZ 786270 B","No","No","Kitchen",NA,NA
"SITE_1529","ROOM_3454","APPL_154559","Standard (approx 24in.)","Other","Monogram","ZDT925SPN3SS","Unknown","HS710074B","No","No","Kitchen",NA,NA
"SITE_153","ROOM_42521","APPL_23000","Standard (approx 24in.)","Bosch",NA,"SHXM78Z55N/01","Unknown","FD010600055","No","No","Kitchen",NA,NA
"SITE_1530","ROOM_15095","APPL_106352","Standard (approx 24in.)","General Electric",NA,"GDT665SFN4DS","Unknown","GT732310B","No","No","Kitchen",NA,NA
"SITE_1531","ROOM_33965","APPL_125632","Standard (approx 24in.)","Kenmore",NA,"66513769K601","Unknown","FT4804660","Yes","No","Kitchen",NA,NA
"SITE_1532","ROOM_14624","APPL_109465","Standard (approx 24in.)","Maytag",NA,"MDB4949SKZ0","Unknown","FA2804167","No","No","Kitchen",NA,NA
"SITE_1533","ROOM_5493","APPL_100068","Standard (approx 24in.)","Frigidaire",NA,"FFBD2408NW10C","Unknown","TH81239448","No","No","Kitchen",NA,NA
"SITE_1534","ROOM_10480","APPL_172475","Standard (approx 24in.)","Frigidaire",NA,"LGBD2431LF0A","Unknown","TH02844234","Yes","No","Kitchen",NA,NA
"SITE_1535","ROOM_6227","APPL_117000","Standard (approx 24in.)","General Electric",NA,"GSD500T-60WA","Unknown","TL786330B","No","No","Kitchen",NA,NA
"SITE_1536","ROOM_196","APPL_137313","Standard (approx 24in.)","Whirlpool",NA,"WDF330PAHB2","Unknown","F95023745","No","No","Kitchen",NA,NA
"SITE_1537","ROOM_15900","APPL_163947","Standard (approx 24in.)","General Electric",NA,"GDT695SMJ2ES","Unknown","RH736958B","No","No","Kitchen",NA,NA
"SITE_1538","ROOM_41573","APPL_88383","Standard (approx 24in.)","Bosch",NA,"SHE43M06UC/48","Unknown","FD8709 0040","No","No","Kitchen",NA,NA
"SITE_1539","ROOM_39433","APPL_112319","Standard (approx 24in.)","Frigidaire",NA,"FFCD2418USTA","2019","TH00618083","Yes","No","Kitchen",NA,NA
"SITE_154","ROOM_15707","APPL_143785","Standard (approx 24in.)","Whirlpool",NA,"DV1055XTVS1","Unknown","FY4921611","Unknown","No","Kitchen",NA,NA
"SITE_1541","ROOM_19841","APPL_145832","Standard (approx 24in.)","Whirlpool",NA,"WDF520IPADM9","Unknown","FB0973992","No","No","Kitchen",NA,NA
"SITE_1542","ROOM_37508","APPL_89906","Standard (approx 24in.)","Bosch",NA,"SHE53TL5UC/07","Unknown","FD960400313","No","No","Kitchen",NA,NA
"SITE_1543","ROOM_27821","APPL_98885","Standard (approx 24in.)","Bosch",NA,"SHS863WD5N/13","Unknown","FD000200098","No","No","Kitchen",NA,NA
"SITE_1544","ROOM_26562","APPL_129389","Standard (approx 24in.)","Bosch",NA,"SHX3AR75UC/10","Unknown","Unknown","No","Yes","Kitchen",NA,NA
