"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Refrigerator_Freezer_Missing_Model_Reason","Vintage","Serial","Energy_Star","Wifi_Enabled","Primary","Size_Cubic_Feet","Size_Is_Estimated","Percent_of_Year_Used","Door_in_Door","Integrated_Screen","Icemaker_Present","Icemaker_type","Icemaker_Working","Room_Type"
"SITE_1907","ROOM_2187","APPL_36555","R/F Bottom Freezer","Whirlpool",NA,"GZ25FSRXYY2",NA,"Unknown","K23419710","No","No","Yes","31.5","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1907","ROOM_14453","APPL_21453","R/F Top Freezer","Magic Chef",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","8.9","Measured or Known","100","No","No","No",NA,NA,"Living Room"
"SITE_1908","ROOM_11578","APPL_66733","R/F Top Freezer","Frigidaire",NA,"240508009A",NA,"Unknown","Unknown","No","No","Yes","18.4","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1909","ROOM_59","APPL_101863","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FFHS2611 LB4",NA,"Unknown","4A22111561","No","No","Yes","43","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_191","ROOM_31415","APPL_112238","Side by Side w/ Bottom Freezer","General Electric",NA,"PFSS5PJXA SS",NA,"2011","GR 318384","Yes","No","Yes","24","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_191","ROOM_38583","APPL_119476","Mini-Fridge","Frigidaire",NA,"Unknown","NO NAMEPLATE","2009","Unknown","Unknown","No","No","12","Estimated","100",NA,"No","No",NA,NA,"Living Room"
"SITE_1910","ROOM_7195","APPL_165707","Side by Side Refrigerator/Freezer","Whirlpool",NA,"GD22DFXFW02",NA,"1999","SJ3452697","No","No","Yes","26","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1910","ROOM_28875","APPL_108785","Upright Full Size Single Freezer Only","Amana",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","13","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1911","ROOM_575","APPL_129439","R/F Top Freezer","Amana",NA,"TS22TL",NA,"Unknown","#96092260034","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1911","ROOM_11760","APPL_4336","R/F Top Freezer","Estate",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Laundry"
"SITE_1912","ROOM_35416","APPL_118076","R/F Bottom Freezer","LG",NA,"LFDS22520S/04",NA,"Unknown","206MREN08828","No","Yes","Yes","20","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1914","ROOM_20807","APPL_160146","Side by Side Refrigerator/Freezer","Maytag",NA,"MSD2143AR",NA,"Unknown","Unknown","Yes","No","No","21","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1915","ROOM_42837","APPL_71968","Side by Side Refrigerator/Freezer","Thermador",NA,"T301R905SP",NA,"Unknown","Unknown","No","Yes","Yes","57","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1915","ROOM_27390","APPL_159315","Upright Full Size Single Freezer Only","Frigidaire",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","43","Unknown","100",NA,"No","No",NA,NA,"Garage"
"SITE_1915","ROOM_27390","APPL_133785","R/F Top Freezer","Samsung",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","35","Measured or Known","Unknown","Unknown","Unknown","Unknown",NA,NA,"Garage"
"SITE_1916","ROOM_743","APPL_16656","R/F Top Freezer","Whirlpool",NA,"ET 18NKXND04",NA,"Unknown","EE 4012239","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1917","ROOM_42799","APPL_145522","Upright Full Size Single Freezer Only","Philco",NA,"E-1103",NA,"Unknown","QDK126696","No","No","No","15","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1917","ROOM_9","APPL_28939","R/F Top Freezer","Crosley",NA,"CDT2120NW",NA,"Unknown","57200500GC","No","No","Yes","25","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1917","ROOM_33520","APPL_78682","Upright Full Size Single Freezer Only","Gibson",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","23","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1918","ROOM_33314","APPL_64975","Side by Side Refrigerator/Freezer","Whirlpool",NA,"WRB322DMHV01",NA,"2019","K92926448","Yes","Unknown","Yes","22","Measured or Known","100","No","No","Yes","Through door","No","Kitchen"
"SITE_1919","ROOM_37410","APPL_123512","R/F Top Freezer","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","16","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_192","ROOM_6886","APPL_60167","Side by Side w/ Bottom Freezer","Samsung",NA,"RF27T5501SR",NA,"Unknown","Unknown","No","Yes","Yes","22","Estimated","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1920","ROOM_44547","APPL_161346","R/F Bottom Freezer","General Electric",NA,"GNS23GMHBFES",NA,"Unknown","MF319057","No","No","Yes","23","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1921","ROOM_36099","APPL_96185","R/F Bottom Freezer","Samsung",NA,"RF260BEAESR",NA,"2018","RF260BEAESR/AA","No","No","Yes","23","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1922","ROOM_7130","APPL_36358","R/F Bottom Freezer","Unknown",NA,"Unknown",NA,"Unknown","Unknown","No","No","Yes","28","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1922","ROOM_7130","APPL_151778","Chest Freezer","Haier",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1924","ROOM_33728","APPL_121192","Side by Side w/ Bottom Freezer","Samsung",NA,"RF217ACRS",NA,"2014","YB994ADF700595L","No","No","Yes","24","Measured or Known","100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1924","ROOM_22783","APPL_127453","Chest Freezer","Frigidaire",NA,"FFFU13F2VW",NA,"2022","8A20704603","No","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1924","ROOM_22783","APPL_125361","R/F Top Freezer","Roper",NA,"RT14BKXKQ02",NA,"2003","VSP2404365","No","No","No","14","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1925","ROOM_42609","APPL_72038","Upright Full Size Single Freezer Only","Sears",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","Unknown",NA,"100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1925","ROOM_42609","APPL_84537","Side by Side Refrigerator/Freezer","General Electric",NA,"Unknown","Unknown","Unknown","Unknown","No","No","Unknown","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_1926","ROOM_27912","APPL_106007","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FGHS2631PF4A",NA,"Unknown","4A53802101","No","No","Yes","36","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1926","ROOM_45664","APPL_166184","Chest Freezer","Frigidaire",NA,"FFCH15M1NW2",NA,"Unknown","WB34376755","Yes","No","No","27","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1928","ROOM_89","APPL_55915","Chest Freezer","General Electric",NA,"FCM5HDMBWH",NA,"2003","RG944358","No","No","Yes","5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1928","ROOM_89","APPL_135173","Upright Full Size Single Freezer Only","Amana",NA,"AFU1201AM",NA,"Unknown","#0106928190","No","No","No","14","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1928","ROOM_10515","APPL_25547","Side by Side w/ Bottom Freezer","LG",NA,"LRMVC2306S/00",NA,"Unknown","011KRYP42514","No","No","Yes","23","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1929","ROOM_34135","APPL_83148","R/F Top Freezer","Frigidaire",NA,"FFHT1425VV",NA,"2021","1K11578528","No","No","Yes","14","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1929","ROOM_14299","APPL_142751","Upright Full Size Single Freezer Only","General Electric",NA,"FUF14QRRAWW",NA,"Unknown","MS604683","No","No","No","18","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_193","ROOM_2067","APPL_159516","R/F Bottom Freezer","KitchenAid",NA,"KBFS25EWMS8",NA,"Unknown","K23909838","No","No","Yes","20","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1930","ROOM_30975","APPL_22208","R/F Top Freezer","General Electric",NA,"GTS16DBEMRWW",NA,"Unknown","FD801583","No","No","Yes","20","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1931","ROOM_3824","APPL_30731","R/F Top Freezer","General Electric",NA,"23Z",NA,"Unknown","Unknown","No","No","Yes","23","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1931","ROOM_26396","APPL_58237","Mini-Fridge","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","9","Estimated","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1932","ROOM_17985","APPL_66533","R/F Bottom Freezer","General Electric",NA,"GNS23GMHBFES",NA,"Unknown","FF 308240","No","No","Yes","23","Measured or Known","100","No","Yes","No",NA,NA,"Kitchen"
"SITE_1933","ROOM_991","APPL_88600","Mini-Fridge","Frigidaire",NA,"EFR177-RED",NA,"Unknown","A2001309720005852","No","No","No","2","Measured or Known","100",NA,"No","No",NA,NA,"Bedroom"
"SITE_1933","ROOM_4","APPL_113195","R/F Top Freezer","Frigidaire",NA,"Unknown","NAMEPLATE IS ILLEGIBLE","Unknown","Unknown","Unknown","No","Yes","18.4","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1933","ROOM_23365","APPL_150522","Mini-Fridge","HiSense",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1934","ROOM_36824","APPL_125822","R/F Top Freezer","Frigidaire",NA,"FFHT1821TW1",NA,"Unknown","BA93705650","No","No","Yes","22","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1935","ROOM_28220","APPL_82088","Side by Side w/ Bottom Freezer","Sub-Zero",NA,"BI-42UFDID/S/TH",NA,"2018","F4535966","No","Unknown","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1935","ROOM_3915","APPL_99605","Side by Side w/ Bottom Freezer","KitchenAid",NA,"KRFC300ESS01",NA,"Unknown","K83406955","No","No","No","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Laundry"
"SITE_1935","ROOM_6746","APPL_40731","Chest Freezer","Frigidaire",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1935","ROOM_6746","APPL_5237","Chest Freezer","Magic Chef",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1936","ROOM_8892","APPL_158919","Side by Side w/ Bottom Freezer","LG",NA,"LMXC23796M01",NA,"Unknown","906KRNMOU399","No","Unknown","Yes","Unknown",NA,"100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1936","ROOM_13610","APPL_142211","Side by Side w/ Bottom Freezer","Whirlpool",NA,"GX5FHDXVB08",NA,"Unknown","K30204710","No","No","No","Unknown",NA,"100","No","No","Yes","In freezer","No","Garage"
"SITE_1936","ROOM_13610","APPL_169993","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1936","ROOM_13610","APPL_107332","Chest Freezer","LG",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1937","ROOM_29153","APPL_31943","Upright Full Size Single Freezer Only","Whirlpool",NA,"WZF34X20DW01",NA,"2018","U84006145","No","No","No","34","Estimated","100",NA,"No","No",NA,NA,"Laundry"
"SITE_1937","ROOM_7098","APPL_81844","Side by Side w/ Bottom Freezer","Kenmore",NA,"#79574023410",NA,"2014","409KR01040","No","No","Yes","23","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1938","ROOM_37665","APPL_37434","Side by Side Refrigerator/Freezer","General Electric",NA,"GSH25JSXB SS",NA,"Unknown","LR215499","No","No","Yes","25","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1939","ROOM_37165","APPL_78483","R/F Top Freezer","Maytag",NA,"PTB1954FRW",NA,"Unknown","10464417ZD","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_194","ROOM_41420","APPL_111029","Side by Side Refrigerator/Freezer","LG",NA,"LSC27931SB/01",NA,"Unknown","904MRDZ09466","No","No","Yes","19","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_194","ROOM_3784","APPL_85523","Upright Full Size Single Freezer Only","Frigidaire",NA,"FKFH21F7HWD",NA,"Unknown","WB42458789","Yes","No","No","18","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_194","ROOM_3784","APPL_105706","Chest Freezer","Maytag",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","25","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_194","ROOM_3784","APPL_172834","Chest Freezer","Montgomery Ward",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","8","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1940","ROOM_10590","APPL_72420","Full Size Single Refrigerator Only","Crosley",NA,"FFCR17/E",NA,"Unknown","14206123EM","Yes","No","No","28","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_1940","ROOM_17826","APPL_46037","R/F Bottom Freezer","Whirlpool",NA,"WRQA59CNKZ",NA,"Unknown","TMX3014714","No","No","Yes","33","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1940","ROOM_10590","APPL_173544","Upright Full Size Single Freezer Only","Crosley",NA,"WCF18/W3",NA,"Unknown","14518166BM","Yes","No","No","24","Measured or Known","100",NA,"No","Yes","In freezer","Unknown","Garage"
"SITE_1940","ROOM_10590","APPL_23894","Upright Full Size Single Freezer Only","Kenmore",NA,"FROSTLESS19","NO NAMEPLATE","Unknown","Unknown","No","No","No","49","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1942","ROOM_15480","APPL_63381","Side by Side Refrigerator/Freezer","Whirlpool",NA,"WRS325SDHZ08",NA,"Unknown","HRA1969692","Unknown","No","Yes","Unknown",NA,"100","Yes","Yes","Yes","Through door","Yes","Kitchen"
"SITE_1942","ROOM_5078","APPL_91474","Upright Full Size Single Freezer Only","Frigidaire",NA,"FFFH20F2QWC",NA,"Unknown","WB80559577","Unknown","No","No","Unknown",NA,"5",NA,"No","No",NA,NA,"Garage"
"SITE_1943","ROOM_38835","APPL_161011","Side by Side w/ Bottom Freezer","Whirlpool",NA,"WRF535SMBM00",NA,"Unknown","K70727835","No","No","Yes","30.2","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1943","ROOM_43244","APPL_8561","Upright Full Size Single Freezer Only","Midea",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","No","15.4","Measured or Known","100",NA,"No","No",NA,NA,"Hallway"
"SITE_1944","ROOM_3473","APPL_50359","Side by Side Refrigerator/Freezer","General Electric",NA,"GSS25LSLMCSS",NA,"Unknown","LS418365","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_1944","ROOM_17005","APPL_70706","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_1945","ROOM_15199","APPL_16190","Side by Side Refrigerator/Freezer","KitchenAid",NA,"KSRS22K68T01",NA,"2000","SK0946830","No","No","Yes","24","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1945","ROOM_46116","APPL_101996","Chest Freezer","Other","Teccpo","TAFZ02",NA,"Unknown","Unknown","No","No","No","4","Measured or Known","Unknown",NA,"No","No",NA,NA,"Garage"
"SITE_1946","ROOM_18444","APPL_169044","Upright Full Size Single Freezer Only","Montgomery Ward",NA,"HMG 4089-07",NA,"Unknown","Unknown","No","No","No","10.1","Measured or Known","100",NA,"No","No",NA,NA,"Closet"
"SITE_1946","ROOM_16990","APPL_147963","R/F Top Freezer","Hotpoint",NA,"CTX21GASSRAD",NA,"Unknown","SL519138","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_1946","ROOM_18444","APPL_136534","Full Size Single Refrigerator Only","Crosley",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","Unknown",NA,NA,"Closet"
"SITE_1947","ROOM_13764","APPL_7558","Side by Side w/ Bottom Freezer","Kenmore",NA,"#79574022412",NA,"2017","712KR00036","No","No","Yes","35","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1947","ROOM_26844","APPL_52824","Upright Full Size Single Freezer Only","Kenmore",NA,"#25322042410",NA,"2017","WB70253375","Yes","No","No","25","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1947","ROOM_9410","APPL_113898","Mini-Fridge","Igloo",NA,"Unknown",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Unknown",NA,"Unknown","Unknown",NA,NA,"Office"
"SITE_1947","ROOM_26844","APPL_172390","Side by Side Refrigerator/Freezer","Maytag",NA,"MZD2766GE*",NA,"Unknown","111235-1","No","No","No","26.8","Measured or Known","100","No","No","Yes","Through door","No","Garage"
"SITE_1948","ROOM_8520","APPL_123870","R/F Top Freezer","General Electric",NA,"TBX22MACBRWW",NA,"Unknown","DA501182","No","No","Yes","21.6","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1948","ROOM_19652","APPL_171779","Chest Freezer","Gibson",NA,"FH1M3","Unknown","Unknown","Unknown","No","No","No","15.3","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1948","ROOM_19652","APPL_39444","Upright Full Size Single Freezer Only","Coronado",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1949","ROOM_35777","APPL_172975","Chest Freezer","Magic Chef",NA,"MCCF5W",NA,"Unknown","MA41322W505160228","No","No","No","5","Estimated","100",NA,"No","No",NA,NA,"Basement"
"SITE_1949","ROOM_35777","APPL_171983","Chest Freezer","Haier",NA,"HF50CM23NW",NA,"Unknown","B30FMDE5600BQG313121","No","No","No","5","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_1949","ROOM_2881","APPL_141014","R/F Bottom Freezer","Whirlpool",NA,"WRB322DMBM03",NA,"Unknown","KA3711393","No","No","Yes","22","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_195","ROOM_27437","APPL_69071","R/F Top Freezer","Estate",NA,"TT18DKXRQ01",NA,"2006","VST2492248","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_195","ROOM_21835","APPL_161023","R/F Top Freezer","Haier",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_1950","ROOM_9217","APPL_31959","R/F Top Freezer","Estate",NA,"TT14DKXKQ02",NA,"2003","VSP3770806","No","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Kitchen"
"SITE_1950","ROOM_13149","APPL_87539","Upright Full Size Single Freezer Only","Danby",NA,"Unknown","Unknown","Unknown","Unknown","Yes","No","No","Unknown",NA,"100",NA,"Yes","No",NA,NA,"Garage"
"SITE_1951","ROOM_4117","APPL_76778","R/F Top Freezer","Whirlpool",NA,"ET1CHEXVQ04",NA,"2010","VS04854940","No","No","Yes","22","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1952","ROOM_19403","APPL_79518","R/F Bottom Freezer","General Electric",NA,"GFE28HMHFES",NA,"Unknown","MF522526","Yes","No","Yes","27.7","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1952","ROOM_12858","APPL_49808","Upright Full Size Single Freezer Only","Kelvinator",NA,"UFP212RM",NA,"Unknown","Unknown","No","No","No","21.2","Measured or Known","100",NA,"No","No",NA,NA,"Mechanical"
"SITE_1953","ROOM_37810","APPL_174280","R/F Top Freezer","Frigidaire",NA,"FFTR2021QSBA",NA,"2017","4A72302409","No","No","Yes","23","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1954","ROOM_10593","APPL_55724","R/F Bottom Freezer","Whirlpool",NA,"WRF736SDAM11",NA,"Unknown","K42113974","No","No","Yes","26","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_1954","ROOM_24273","APPL_35358","Chest Freezer","Midea",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","8","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_1955","ROOM_41015","APPL_156417","Upright Full Size Single Freezer Only","Whirlpool",NA,"EV190FXWN00",NA,"Unknown","EA1541634","No","No","No","19","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_1955","ROOM_41015","APPL_123207","R/F Top Freezer","Magic Chef",NA,"CTB1922GRW",NA,"Unknown","11906047AG","No","No","No","19","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1955","ROOM_6218","APPL_170236","R/F Top Freezer","Whirlpool",NA,"WRT518SZFW00",NA,"Unknown","VSA0497444","No","No","Yes","18","Estimated","100","No","No","Unknown",NA,NA,"Kitchen"
"SITE_1956","ROOM_40070","APPL_156654","R/F Top Freezer","General Electric",NA,"GTE21GTHBWW",NA,"Unknown","RD059091","No","No","Yes","21","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1956","ROOM_1207","APPL_157545","R/F Top Freezer","General Electric",NA,"CTX18PPB",NA,"Unknown","AG511350","No","No","No","18","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_1957","ROOM_10723","APPL_70052","Side by Side Refrigerator/Freezer","Whirlpool",NA,"WRS325SDHZ00",NA,"Unknown","HR73106025","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Unknown","Kitchen"
"SITE_1958","ROOM_44771","APPL_17724","Side by Side Refrigerator/Freezer","Frigidaire",NA,"#242191813",NA,"Unknown","Unknown","Yes","No","Yes","26","Measured or Known","100","No","No","Yes","Through door","No","Kitchen"
"SITE_1958","ROOM_11154","APPL_51555","Chest Freezer","Haier",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Laundry"
"SITE_1959","ROOM_65","APPL_156176","Mini-Fridge","Other","Homemade","Unknown","OTHER","Unknown","Unknown","No","No","Yes","4.5","Measured or Known","100",NA,"No","No",NA,NA,"Living Room"
"SITE_196","ROOM_34102","APPL_83650","Side by Side w/ Bottom Freezer","Samsung",NA,"RF261BEAESP",NA,"2014","JKLC4BBF200129T","No","No","Yes","26","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_196","ROOM_9605","APPL_18799","R/F Top Freezer","Magic Chef",NA,"HMDR1000WE/BE",NA,"Unknown","Unknown","No","No","No","10.1","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_196","ROOM_24240","APPL_20506","Chest Freezer","Holiday",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100",NA,"No","No",NA,NA,"Other"
"SITE_1967","ROOM_33054","APPL_23735","R/F Top Freezer","General Electric",NA,"GTS18XCSBRBB",NA,"Unknown","GS760720","No","No","Yes","19","Measured or Known","100","No","No","Yes","In freezer","No","Kitchen"
"SITE_1968","ROOM_2223","APPL_143166","R/F Top Freezer","Electrolux",NA,"FFTR1713LW4",NA,"2011","BA11001248","No","No","No","16.5","Measured or Known","100","No","No","No",NA,NA,"Entry/Entryway"
"SITE_1968","ROOM_14524","APPL_164434","R/F Top Freezer","Whirlpool",NA,"ET22DQLDW01",NA,"1996","EF1942610","No","No","Yes","16","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1969","ROOM_27345","APPL_77146","Side by Side Refrigerator/Freezer","Whirlpool",NA,"ED20TKXFW01",NA,"Unknown","SK1339000","No","No","Yes","19.9","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_197","ROOM_18636","APPL_144106","Side by Side w/ Bottom Freezer","Frigidaire",NA,"LGHB2869TF9",NA,"2021","4A11123086","No","No","Yes","50","Measured or Known","100","No","No","Yes","Unknown","Unknown","Kitchen"
"SITE_1970","ROOM_17861","APPL_26181","R/F Top Freezer","Sears",NA,"#66721",NA,"Unknown","Unknown","No","No","Yes","17","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1971","ROOM_39738","APPL_66942","R/F Bottom Freezer","Whirlpool",NA,"GB9SHD XVB01",NA,"Unknown","KY2198317","No","No","Yes","22","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1972","ROOM_10001","APPL_103242","R/F Top Freezer","Hotpoint",NA,"HTS18GBSARWW",NA,"Unknown","VL772368","No","No","Yes","20","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1972","ROOM_31622","APPL_135872","Chest Freezer","Magic Chef",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","5","Estimated","100",NA,"No","No",NA,NA,"Living Room"
"SITE_1973","ROOM_46305","APPL_65872","R/F Bottom Freezer","General Electric",NA,"GFSF6KKYEWW",NA,"Unknown","RV900102","Unknown","No","No","Unknown",NA,"100","Unknown","No","No",NA,NA,"Outbuilding / Addition"
"SITE_1973","ROOM_46562","APPL_161183","R/F Top Freezer","Magic Chef",NA,"RB191TV",NA,"Unknown","10487311KH","Unknown","No","Yes","Unknown",NA,"100","No","No","No",NA,NA,"Living Room"
"SITE_1974","ROOM_13806","APPL_67479","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FFHS2611PFEA",NA,"2016","4A63721688","No","No","Yes","26","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_1974","ROOM_4317","APPL_32077","R/F Top Freezer","General Electric",NA,"GTS16DTHJRBB",NA,"Unknown","VG780607","No","No","No","16","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1974","ROOM_4317","APPL_14853","Mini-Fridge","Danby",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","5","Estimated","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_1975","ROOM_24283","APPL_73341","R/F Top Freezer","Hotpoint",NA,"CTX18EAXJRWH",NA,"Unknown","DR562575","No","No","Yes","20.5","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_1976","ROOM_19970","APPL_170721","R/F Top Freezer","Whirlpool",NA,"EK12LKXXW00",NA,"Unknown","VS2807283","No","No","Yes","22","Estimated","100","No","No","No",NA,NA,"Kitchen"
"SITE_1978","ROOM_16263","APPL_89516","R/F Bottom Freezer","LG",NA,"LBC22518WW",NA,"Unknown","710MRRH08910","No","No","Yes","29","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
