station,ghcnd_id,note,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-15,74.2,87.9,60.6,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-16,74.4,88.1,60.8,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-17,74.6,88.3,60.9,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-18,74.8,88.5,61.1,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-19,74.9,88.7,61.2,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-20,75.1,88.9,61.3,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-21,75.2,89.0,61.4,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-22,75.3,89.1,61.5,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-23,75.4,89.2,61.6,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-24,75.5,89.3,61.7,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-25,75.6,89.4,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-26,75.6,89.5,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-27,75.7,89.5,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-28,75.7,89.5,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-29,75.7,89.5,61.9,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-30,75.7,89.5,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-07-31,75.6,89.5,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-01,75.6,89.4,61.8,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-02,75.6,89.4,61.7,-7777.0,11.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-03,75.5,89.3,61.7,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-04,75.4,89.2,61.6,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-05,75.3,89.1,61.5,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-06,75.2,89.0,61.4,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-07,75.1,88.9,61.3,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-08,75.0,88.8,61.1,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-09,74.8,88.6,61.0,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-10,74.7,88.5,60.9,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-11,74.5,88.3,60.7,-7777.0,10.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-12,74.3,88.1,60.5,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-13,74.2,88.0,60.4,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-14,74.0,87.8,60.2,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-15,73.8,87.6,60.0,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-16,73.6,87.5,59.8,-7777.0,9.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-17,73.4,87.3,59.6,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-18,73.2,87.1,59.4,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-19,73.0,86.9,59.1,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-20,72.8,86.7,58.9,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-21,72.6,86.5,58.7,-7777.0,8.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-22,72.4,86.3,58.5,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-23,72.2,86.1,58.2,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-24,72.0,85.9,58.0,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-25,71.7,85.7,57.7,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-26,71.5,85.5,57.5,-7777.0,7.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-27,71.3,85.3,57.2,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-28,71.1,85.1,57.0,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-29,70.8,84.9,56.7,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-30,70.6,84.7,56.4,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-08-31,70.3,84.5,56.2,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-01,70.1,84.3,55.9,-7777.0,6.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-02,69.9,84.1,55.6,-7777.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-03,69.6,83.9,55.4,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-04,69.4,83.7,55.1,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-05,69.1,83.4,54.8,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-06,68.9,83.2,54.5,1.0,5.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-07,68.6,82.9,54.2,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-08,68.3,82.7,53.9,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-09,68.0,82.4,53.7,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-10,67.8,82.2,53.4,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-11,67.5,81.9,53.1,1.0,4.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-12,67.2,81.6,52.8,1.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-13,66.9,81.3,52.5,1.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-14,66.6,81.0,52.2,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-15,66.3,80.7,51.8,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-16,65.9,80.4,51.5,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-17,65.6,80.0,51.2,2.0,3.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-18,65.3,79.7,50.9,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-19,64.9,79.3,50.6,2.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-20,64.6,78.9,50.3,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-21,64.2,78.5,49.9,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-22,63.9,78.1,49.6,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-23,63.5,77.7,49.3,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-24,63.1,77.3,49.0,3.0,2.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-25,62.7,76.8,48.6,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-26,62.3,76.4,48.3,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-27,61.9,75.9,48.0,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-28,61.5,75.4,47.7,4.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-29,61.1,74.9,47.3,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-09-30,60.7,74.4,47.0,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-01,60.3,73.9,46.7,5.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-02,59.9,73.4,46.3,6.0,1.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-03,59.5,72.9,46.0,6.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-04,59.0,72.4,45.7,6.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-05,58.6,71.8,45.4,7.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-06,58.2,71.3,45.1,7.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-07,57.7,70.7,44.7,7.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-08,57.3,70.2,44.4,8.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-09,56.9,69.6,44.1,8.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-10,56.4,69.1,43.8,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-11,56.0,68.5,43.5,9.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-12,55.6,67.9,43.2,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-13,55.2,67.4,42.9,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-14,54.7,66.8,42.7,10.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-15,54.3,66.2,42.4,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-16,53.9,65.7,42.1,11.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-17,53.5,65.1,41.8,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-18,53.1,64.5,41.6,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-19,52.7,64.0,41.3,12.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-20,52.2,63.4,41.1,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-21,51.8,62.9,40.8,13.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-22,51.4,62.3,40.6,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-23,51.1,61.8,40.3,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-24,50.7,61.2,40.1,14.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-25,50.3,60.7,39.9,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-26,49.9,60.1,39.7,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-27,49.5,59.6,39.4,15.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-28,49.1,59.1,39.2,16.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-29,48.8,58.5,39.0,16.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-30,48.4,58.0,38.8,17.0,-7777.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-10-31,48.0,57.5,38.6,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-01,47.7,57.0,38.4,17.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-02,47.3,56.5,38.2,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-03,47.0,56.0,38.0,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-04,46.6,55.5,37.8,18.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-05,46.3,54.9,37.6,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-06,45.9,54.4,37.4,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-07,45.6,54.0,37.1,19.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-08,45.2,53.5,36.9,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-09,44.9,53.0,36.7,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-10,44.5,52.5,36.5,20.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-11,44.2,52.0,36.3,21.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-12,43.8,51.5,36.1,21.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-13,43.5,51.0,35.9,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-14,43.1,50.6,35.7,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-15,42.8,50.1,35.5,22.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-16,42.4,49.6,35.2,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-17,42.1,49.1,35.0,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-18,41.7,48.7,34.8,23.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-19,41.4,48.2,34.6,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-20,41.1,47.8,34.3,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-21,40.7,47.3,34.1,24.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-22,40.4,46.9,33.9,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-23,40.1,46.4,33.7,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-24,39.7,46.0,33.4,25.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-25,39.4,45.6,33.2,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-26,39.1,45.2,33.0,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-27,38.8,44.8,32.8,26.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-28,38.5,44.4,32.5,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-29,38.2,44.0,32.3,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-11-30,37.9,43.6,32.1,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-01,37.6,43.3,31.9,27.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-02,37.3,42.9,31.7,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-03,37.0,42.6,31.5,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-04,36.8,42.3,31.3,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-05,36.5,41.9,31.1,28.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-06,36.3,41.6,31.0,29.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-07,36.1,41.4,30.8,29.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-08,35.9,41.1,30.6,29.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-09,35.7,40.9,30.5,29.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-10,35.5,40.6,30.4,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-11,35.3,40.4,30.2,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-12,35.2,40.2,30.1,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-13,35.0,40.0,30.0,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-14,34.9,39.9,29.9,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-15,34.8,39.7,29.8,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-16,34.7,39.6,29.8,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-17,34.6,39.5,29.7,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-18,34.5,39.4,29.7,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-19,34.5,39.3,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-20,34.4,39.3,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-21,34.4,39.3,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-22,34.4,39.2,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-23,34.4,39.2,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-24,34.4,39.3,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-25,34.5,39.3,29.6,31.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-26,34.5,39.3,29.7,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-27,34.6,39.4,29.7,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-28,34.6,39.5,29.8,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-29,34.7,39.5,29.8,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-30,34.8,39.6,29.9,30.0,0.0
KDLS,GHCND:USW00024219,"Dallesport Airport, WA (proxy for The Dalles, OR)",2010-12-31,34.9,39.7,30.0,30.0,0.0
