station,ghcnd_id,note,date,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-HTDD-NORMAL,DLY-CLDD-NORMAL
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-17,69.3,81.7,57.0,-7777.0,5.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-18,69.2,81.6,56.9,-7777.0,5.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-19,69.1,81.5,56.8,-7777.0,5.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-20,69.1,81.4,56.7,-7777.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-21,68.9,81.3,56.6,-7777.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-22,68.8,81.2,56.4,-7777.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-23,68.7,81.1,56.3,-7777.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-24,68.6,81.0,56.2,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-25,68.5,80.9,56.1,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-26,68.3,80.8,55.9,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-27,68.2,80.6,55.8,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-28,68.1,80.5,55.6,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-29,67.9,80.3,55.5,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-30,67.7,80.2,55.3,1.0,4.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-08-31,67.6,80.0,55.1,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-01,67.4,79.8,55.0,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-02,67.2,79.6,54.8,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-03,67.0,79.4,54.6,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-04,66.8,79.2,54.4,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-05,66.6,79.0,54.2,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-06,66.4,78.8,54.0,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-07,66.2,78.6,53.8,1.0,3.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-08,66.0,78.3,53.6,1.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-09,65.7,78.0,53.4,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-10,65.5,77.8,53.2,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-11,65.2,77.5,52.9,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-12,64.9,77.2,52.7,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-13,64.7,76.9,52.4,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-14,64.4,76.6,52.2,2.0,2.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-15,64.1,76.3,51.9,2.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-16,63.8,75.9,51.7,3.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-17,63.5,75.6,51.4,3.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-18,63.2,75.2,51.1,3.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-19,62.8,74.8,50.8,3.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-20,62.5,74.5,50.5,4.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-21,62.2,74.1,50.3,4.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-22,61.8,73.7,50.0,4.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-23,61.5,73.3,49.7,4.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-24,61.1,72.9,49.4,5.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-25,60.8,72.4,49.1,5.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-26,60.4,72.0,48.8,5.0,1.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-27,60.0,71.6,48.5,5.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-28,59.7,71.1,48.2,6.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-29,59.3,70.7,47.9,6.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-09-30,58.9,70.2,47.6,6.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-01,58.6,69.8,47.3,7.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-02,58.2,69.3,47.0,7.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-03,57.8,68.9,46.7,7.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-04,57.5,68.4,46.5,8.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-05,57.1,68.0,46.2,8.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-06,56.7,67.5,45.9,8.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-07,56.4,67.1,45.7,9.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-08,56.0,66.6,45.4,9.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-09,55.7,66.2,45.2,9.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-10,55.4,65.7,45.0,10.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-11,55.0,65.3,44.7,10.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-12,54.7,64.9,44.5,10.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-13,54.4,64.4,44.3,11.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-14,54.1,64.0,44.1,11.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-15,53.8,63.6,43.9,11.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-16,53.5,63.2,43.8,12.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-17,53.2,62.8,43.6,12.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-18,52.9,62.4,43.4,12.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-19,52.6,62.0,43.3,12.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-20,52.4,61.6,43.2,13.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-21,52.1,61.2,43.0,13.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-22,51.9,60.8,42.9,13.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-23,51.6,60.5,42.8,13.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-24,51.4,60.1,42.7,14.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-25,51.1,59.7,42.6,14.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-26,50.9,59.4,42.5,14.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-27,50.7,59.0,42.4,14.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-28,50.5,58.7,42.3,15.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-29,50.3,58.4,42.2,15.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-30,50.1,58.0,42.1,15.0,-7777.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-10-31,49.8,57.7,42.0,15.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-01,49.6,57.4,41.9,15.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-02,49.4,57.1,41.8,16.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-03,49.2,56.8,41.7,16.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-04,49.0,56.5,41.6,16.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-05,48.8,56.1,41.5,16.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-06,48.6,55.8,41.4,16.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-07,48.4,55.5,41.3,17.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-08,48.2,55.2,41.2,17.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-09,48.0,54.9,41.0,17.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-10,47.8,54.6,40.9,17.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-11,47.6,54.4,40.8,17.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-12,47.3,54.1,40.6,18.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-13,47.1,53.8,40.5,18.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-14,46.9,53.5,40.3,18.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-15,46.7,53.2,40.2,18.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-16,46.4,52.9,40.0,19.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-17,46.2,52.6,39.8,19.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-18,46.0,52.3,39.6,19.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-19,45.7,52.0,39.4,19.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-20,45.5,51.7,39.2,20.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-21,45.2,51.5,39.0,20.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-22,45.0,51.2,38.8,20.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-23,44.7,50.9,38.5,20.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-24,44.5,50.6,38.3,21.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-25,44.2,50.4,38.1,21.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-26,44.0,50.1,37.8,21.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-27,43.7,49.8,37.6,21.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-28,43.5,49.6,37.3,22.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-29,43.2,49.3,37.1,22.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-11-30,43.0,49.1,36.9,22.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-01,42.7,48.8,36.6,22.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-02,42.5,48.6,36.4,23.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-03,42.3,48.4,36.2,23.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-04,42.0,48.1,35.9,23.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-05,41.8,47.9,35.7,23.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-06,41.6,47.7,35.5,23.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-07,41.4,47.5,35.3,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-08,41.2,47.4,35.1,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-09,41.0,47.2,34.9,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-10,40.9,47.0,34.7,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-11,40.7,46.9,34.6,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-12,40.6,46.7,34.4,24.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-13,40.4,46.6,34.3,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-14,40.3,46.5,34.2,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-15,40.2,46.4,34.1,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-16,40.1,46.3,34.0,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-17,40.0,46.2,33.9,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-18,40.0,46.1,33.8,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-19,39.9,46.0,33.8,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-20,39.9,46.0,33.7,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-21,39.8,45.9,33.7,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-22,39.8,45.9,33.7,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-23,39.8,45.9,33.7,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-24,39.8,45.9,33.7,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-25,39.8,45.9,33.8,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-26,39.9,45.9,33.8,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-27,39.9,45.9,33.9,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-28,39.9,46.0,33.9,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-29,40.0,46.0,34.0,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-30,40.1,46.1,34.1,25.0,0.0
KVUO,GHCND:USW00094298,"Vancouver Pearson Airport, WA",2010-12-31,40.1,46.1,34.2,25.0,0.0
